ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date
792,Tadi 16 MW Hydropower Project in Zhejiang Province,"Quzhou Tadi Hydro Complex Development Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,52324,Asia,2020-04-06,2016-10-01,2023-09-30
804,Datang Jilin Shuangliao Wind Farm Project,Climate Change Capital Carbon Fund S.a.r.l.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,103585,Asia,2020-04-06,2021-04-01,2028-03-31
830,Beijing Guanting Wind Power Project Phase II and Phase II addition,"Beijing Jingneng Clean Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,153099,Asia,2012-05-02,2018-03-01,2025-02-28
849,Inner Mongolia Ximeng Zheligentu Wind Farm Phase I Project,"Beijing International New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,104941,Asia,2012-06-13,2017-05-01,2024-04-30
850,Inner Mongolia Jingneng Saihan Wind Farm Phase I Project,"Beijing International New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,131331,Asia,2012-07-02,2017-03-01,2024-02-29
873,Gansu Guazhou Beidaqiao Wind Power Project,"Longyuan (Jiuquan) Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,374627,Asia,2012-07-31,,
884,Nansha Hydro Power Project in Yunnan Province China,Honghe Guangyuan Hydro Power Development Co.Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,519768,Asia,2012-08-27,,
890,Inner Mongolia Wengniute Banner Wudaogou Wind Power Project (II),"Chifeng Xinsheng Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,155384,,2012-11-09,2018-12-02,2028-12-01
907,Baicheng Rice Husk Thermal Energy Generation Project,Wilmar International Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,China,28829,Asia,2012-10-29,,
970,Liaoning Guben Wind Power Project,"China Resources Wind Power (Fuxin) Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,96429,Asia,2013-02-07,2019-07-01,2026-06-30
978,Sichuan Guang¡¯an Cement Waste-Heat Power Project,"Taini (Guang'an) Cement Co.,Ltd",Energy industries (renewable/non-renewable sources); Manufacturing industries,,ACM0012,Registered,China,32373,Asia,2013-02-25,,
997,Xinjiang Kaiduhe River Chahan Wusu Hydropower Project,Guodian Xinjiang Kaidu River Valley Hydro-power,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,802146,Asia,2013-03-18,,
1032,Xundian Jinfeng 12.6MW Hydropower Project,"Yunnan Xudong Phosphate Chemical Group Jinfeng Power Generation Co., Ltd.",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,40760,Asia,2013-04-10,2018-05-29,2028-05-28
1033,Hubei Dangyang 25MW Biomass Power Project,"Hubei Shenzhou New Energy Power Generation Co.,",Energy industries (renewable/non-renewable sources),,ACM0006,Registered,China,110391,Asia,2013-04-03,2018-09-15,2025-09-14
1037,"Guazhou Beidaqiao No.1 Wind Farm Project in Gansu Province, China","Hydrochina Guazhou Wind Power Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,316041,Asia,2013-04-12,,
3,Liaoning Xingcheng Haibin Wind Farm Project,"Hefeng Taoyuan Hydropower Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,122340,,2020-04-06,,
6,HEILONGJIANG MULING DAIMAGOU WIND FARM PROJECT (PHASE 2) CHINA,Hong Kong Wind Power (Muling) Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,75293,Asia,2009-03-24,,
26,Gansu Diebu Niaojiaga 12.9 MW Hydropower Station Project,"Diebu Niaojiaga Hydropower Development Co, Ltd",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,55789,Asia,2020-04-06,,
46,Wahei Hydroelectric Project,"Sichuan Mabian Xianjiapuhe Power Generation Co., L",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,177575,Asia,2020-04-06,2020-06-27,2027-06-26
49,Liaoning Huanren Niumaodashan Wind Power Project,"CASC Longyuan (Benxi) Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,61739,Asia,2020-04-06,,
86,Xiangjian Hydropower Station Units 3 and 4 Project,"Yanbian Heli Electric Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,10928,Asia,2020-04-06,2021-06-01,2028-05-31
89,Xinjiang Dabancheng Sanchang First Phase Wind Farm Project,"Xinjiang Tianfeng Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,80817,Asia,2020-04-06,,
106,"Taohua 9MW Hydro Power Project in Guizhou Province, China",Guizhou Qiannan Zhongshui Hydro Power Development,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,29516,Asia,2009-07-15,2020-09-26,2027-09-25
149,Rongcheng Dongchudao Wind Farm,"Shandong Luneng Development Group Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002; AMS-I.D.,Registered,China,29091,Asia,2020-04-06,2021-05-01,2028-04-30
152,Ningxia Tianjing 50.25MW Wind-farm Project,Ningxia Tianjing Wind Power Generation Electricity,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,15144,Asia,2009-10-21,2021-04-01,2028-03-31
169,"Zhongfang County Pailou Hydro Project, China","Pailou Hydropower of Zhongfang County Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,71606,,2020-04-06,,
172,"Yunnan Zemahe 15MW Small Hydropower Project, P. R. China",Fugong Hongda Hydropower Development Co. Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,63561,,2020-04-06,,
192,"48 MW Houqiao Hydropower Project, Yunnan, China","Yunnan Baoshan Binglang River Hydropower Development Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,178615,Asia,2020-04-06,2016-04-01,2026-03-31
278,Huanghe Tongli WHR Project,"Luoyang Huanghe Tongli Cement Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0012,Registered,China,54519,,2020-04-06,,
295,Erbaqu Small Hydropower Project  in Gansu Province,"Gansu Jinshui Power Development Co., Ltd",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,34133,Asia,2010-01-25,2016-04-01,2023-03-31
355,Inner Mongolia Baotou Bayin Wind Power Project,"Longyuan (Baotou) Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,500678,Asia,2020-04-06,,
378,CGN Jilin Daan 49.5MW Wind Power Project,Jilin CGN Wind Power Co. Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,116070,,2020-04-06,,
398,Heilongjiang Huanan Hengdaishan West Wind Power Project,"Huanan Longyuan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,102754,Asia,2020-04-06,,
418,Heilongjiang Yilan Maanshan Wind Power Project,"Yilan Longyuan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,116972,Asia,2020-04-06,,
421,Jiangsu Qidong Dongyuan Wind Power Project,"Longyuan Qidong Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,190543,Asia,2020-04-06,,
444,"Tongren Tianshengqiao Hydropower Project, Guizhou Province, China",Tongren Tianshengqiao Electricity Generation Co,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,57582,,2020-04-06,,
504,Hainan Danzhou Eman Wind Power Project,Hainan Longyuan Wind Power Co. Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,75702,Asia,2010-10-18,,
507,Liaoning Faku Baijiagou Wind Power Project,"Shenyang Longyuan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,124125,Asia,2020-04-06,,
527,Jiamusi Rice Husk Thermal Energy Generation Project,Wilmar International Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,China,25997,Asia,2010-11-18,,
544,Gansu Guazhou Daliangxi Wind Power Project,"CGN Wind Power CO.,Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,115144,Asia,2020-04-06,,
627,Heilongjiang Wangkui 50MW Level Biomass Cogeneration Project,"National Bio Energy Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0006,Registered,China,192741,Asia,2020-04-06,,
667,Chongqing Longshui 8MW Hydro Power Project,Wuxi Longshui Development Co. Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,27046,Asia,2011-08-26,2016-12-01,2023-11-30
670,Xiaoxi Hydropower Project,Hunan Xinshao Xiaoxi Hydropower Development Co Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,457064,Asia,2011-08-29,2022-05-26,2029-05-25
793,China Resources Huilai Xian¡¯an Wind Power Project,"China Resources Wind Power (Huilai) Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,87648,Asia,2020-04-06,,
979,Guizhou Anshun 18MW Cement Waste-heat Power Project,"Taini (Anshun) Cement Co.,Ltd",Energy industries (renewable/non-renewable sources); Manufacturing industries,,ACM0012,Registered,China,74407,Asia,2013-02-25,,
1128,Hangjin Yihewusu Phase I 49.5MW Wind Power Project,"Inner Mongolia Guodian New Energy Co.,Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Crediting Period Renewal and Verification Approval Requested,China,97395,Asia,2013-09-29,,
1184,Hebei Chengde Weichang Wuxiangliang Wind Power Project,"Hebei Longyuan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Crediting Period Renewal Requested,China,298032,Asia,2020-04-06,,
1247,CGN Aletai Qinghe Phase I 20MWp Grid-connected PV Power Plant Project,"CGN Solar Power Development Co., LTD",Energy industries (renewable/non-renewable sources),,ACM0002,Crediting Period Renewal Requested,China,26112,Asia,2014-02-26,2021-12-25,2031-12-24
883,"Madushan Hydropower Project on Honghe River in Yunnan Province, China","Honghe Guangyuan Madushan Hydropower Development Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Crediting Period Renewal Requested,China,439755,Asia,2012-08-22,,
969,Qingdao Longxin Wind Power Project Phase I,"China Resources Wind Power (Qingdao) Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Crediting Period Renewal Requested,China,92183,Asia,2013-07-02,,
1121,Anhui Guzhen Biomass Generation Project,"NATIONAL GUZHEN  BIO ENERGY CO.,LTD.",Energy industries (renewable/non-renewable sources),,ACM0018,Crediting Period Renewal Requested,China,83258,Asia,2020-06-04,,
475,Heilongjiang Shaobaishan Wind Power Project,"Yichun Longyuan Hero Asia Wind Power Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,128442,Asia,2020-04-06,,
505,Liaoning Faku Heping Wind Power Project,"Shenyang Longyuan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,121506,Asia,2020-06-04,2019-01-01,2028-12-31
574,Guangdong Chaonan Shalong Wind Power Project,"China Resources Wind Power (Shantou Chaonan) Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,91856,Asia,2011-03-08,,
798,Guangdong Guanshan Wind Power Project,"China Resources Wind Power (Huilaizhoutian) Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,90124,Asia,2012-03-01,,
815,Chifeng Sunjiaying Wind Power Project,"Chifeng Xinsheng Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,123699,Asia,2020-04-06,,
1304,Guohua Rongcheng Phase III Wind Farm Project,"Guohua Resourceful Wind Power Generation Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,89823,Asia,2020-06-04,,
12,Chuanwei Group 24 MW Waste Gas based Captive Power Plant,"Neijiang Xingming Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,183021,Asia,2020-04-06,2021-01-01,2027-12-31
95,Heilongjiang Huafu Muling Wind Farm Project,Heilongjiang Huafu Muling Wind Power Co. Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,76644,Asia,2009-07-15,2019-12-14,2026-12-13
112,"Yunnan Nameguo, Faguo Hydropower stations",Siento Energy Investment,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,58077,Asia,2020-04-06,2016-04-01,2026-03-31
118,Huangyutang Hydro Power Project in Guizhou Province,Guizhou Tengyuan Electric Power Development Co. Lt,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,43149,Asia,2020-04-06,2022-06-01,2029-05-31
135,Shangyi Manjing Windfarm Project,Guohua (Hebei) Renewable Energy Co Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,66207,Asia,2020-04-06,,
241,Longsheng Hydropower Station Project,"Yanbian Heli Electric Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,14426,Asia,2020-04-06,2018-05-26,2028-05-25
258,Shandong Penglai Pingdingshan Wind Farm Project,China Resources Wind Power (Yantai) Co. Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,107488,,2020-06-04,,
327,Guosheng Hydropower Station Project,"Yanbian Mingyuan Electric Power Co., Ltd",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,15121,Asia,2020-04-06,2015-08-03,2025-08-02
470,Xinjiang Dabancheng Sanchang Phase III Wind Power Project,"Xinjiang Tianfeng Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,134943,Asia,2020-04-06,,
473,Henan Nanyang Fangcheng Wind Farm Project,Zhongdiantou Nanyang  Fangcheng Wind Power Co. Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,52220,,2020-04-06,,
556,Xilinguole Huitengliang Wind Power Project Guotai Phase I,"Xilinguole Guotai Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,128227,Asia,2020-04-06,2016-07-15,2023-07-14
570,Guangdong Chaonan Chengtian Wind Power project,"China Resources Wind Power (Shantouchaonan) Co., L",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,89704,Asia,2011-02-23,,
616,Shenyang Laohuchong LFG Power Generation Project,Shenyang Laohuchong Municipal Solid Waste Manageme,Waste handling and disposal,,ACM0001; ACM0002,Registered,China,136570,Asia,2020-04-06,,
653,65MW Dagushan hydropower Project in China,Gansu Zhangye Dagushan Hydropower Co. Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,170015,Asia,2020-04-06,,
35,Zhuhai Hengqin Island Wind Farm Project,Zhuhai Guohua Wonderful Wind Power Exploitation Co,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,33217,Asia,2020-04-06,2022-01-07,2029-01-06
659,Shenyang Faku Wanghaisi Wind Power Project,"Shenyang Longyuan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,46996,Asia,2020-04-06,,
991,Liaoning Changqing Cement 9MW Waste Heat Power Project,TCC Liaoning Cement Company Limited,Manufacturing industries,,ACM0012,Registered,China,51341,Asia,2013-03-13,,
1034,Inner Mongolia Wutaohai South Phase II Wind Power Project,"Chifeng City Huifeng New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,118967,Asia,2013-05-27,2019-03-01,2026-02-28
1051,Heilongjiang Wangyunfeng Wind Power Project,"Hegang Longyuan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,123430,Asia,2020-04-06,,
1180,CGN Minqin Hongshagang Xianshuijing Wind Power Project,CGN Wind Energy Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,84063,Asia,2014-01-14,2018-12-09,2025-12-08
1220,Luoning Biomass Cogeneration Project,West Henan Xinhua Irrigation and Hydroelectricity,Energy industries (renewable/non-renewable sources),,ACM0006,Registered,China,150885,Asia,2014-01-30,2017-10-23,2024-10-22
1310,Guohua Tongliao Kezuo Zhongqi Phase I 49.5 MW Wind Farm Project,"Guohua (Tongliao) Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,111877,Asia,2014-04-10,2019-01-16,2029-01-15
2099,Ningbo Yinzhou Landfill Gas Recovery and Utilization Project,"Ningbo Micropowers New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,88139,Asia,2020-06-16,,
2260,Shandong Laiwu Landfill Gas Recovery and Power Generation Project,"Shandong Micropowers New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.G.,Registered,China,35497,Asia,2020-06-24,,
2098,Nanhai MSW Incineration II Project,"Foshan Nanhai Green Renewable Energy Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AM0025,Registered,China,178556,Asia,2020-06-16,2011-06-01,2041-05-31
887,Guangxi Youjiang Naji Navigation and Power Generation Project,Hightrack International (Hong Kong) Technology Lim,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,133779,Asia,2012-08-31,2017-12-18,2027-12-17
2087,Chudu Afforestation Project,"Xichuan Rongda Agriculture and Forestry Co., Ltd",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,China,668883,Asia,2020-07-21,2016-01-01,2035-12-31
2083,Liangdu Afforestation Project,"Guizhou Xinzhanxin Agricultural Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,China,336390,Asia,2020-07-27,2016-01-01,2045-12-31
2082,Qianbei Afforestation Project,"Guizhou Xinzhanxin Agricultural Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,China,708123,Asia,2020-08-03,2016-01-01,2044-12-31
2249,HENAN FANGCHENG AND TANGHE AFFORESTATION PROJECT,"Beijing Qianyuhui International Environmental Investment Co., Ltd",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,China,450033,Asia,2021-03-23,2015-10-20,2075-10-19
817,Datong River Zhuchaxia Hydropower Station,GEPIC Darong Electric Power Company Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,121617,Asia,2020-04-06,,
823,Datong River Tianwanggou Hydropower Station,GEPIC Darong Electric Power Company Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,179797,Asia,2020-04-06,,
1301,Guohua  Rongcheng Phase ll Wind Farm Project,"Guohua Resourceful (Rongcheng) Wind Power Generation Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,97240,Asia,2014-08-15,,
1406,Jingyuan County 100MW Solar Power Generation Project,"Gansu Deyou Energy Technology Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,128589,Asia,2020-04-06,2014-12-29,2024-12-28
1362,Shandan Dongle Beitan 50MW Solar Power Generation Project,"Shandan Xiehe Solar power generation Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,64743,Asia,2020-04-06,2013-12-28,2038-12-27
2070,Guinan Afforestation Project,"Guizhou Baiheng Fertiliser Co., Ltd",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,China,645768,Asia,2020-04-06,2016-01-01,2044-12-31
1200,Guohua Wulate Zhongqi Chuanjing Phase II Wind Farm Project,Guohua Bayannaoer (Wulate Zhongqi) Wind  Power Co.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,107149,,2020-04-06,,
1356,Jiangsu Dongtai Phase II Wind Power Project,"Guohua (Jiangsu) Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,338010,Asia,2014-11-24,,
1196,Gansu Yongdeng Longlin Hydro Power Project,"Gansu Longlin Hydropower Development Co., Ltd",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,33525,,2014-02-05,,
813,Inner Mongolia Chifeng Gaofeng Wind Power Project,"Chifeng Xinsheng Wind Power Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,150915,Asia,2020-04-06,,
1983,Guangdong Taishan Shangchuandao Island Phase II Wind Farm Project,Credits transferred from approved GHG program,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,28813,Asia,2019-11-06,2017-09-09,2024-09-08
1972,Guangxi Longan Biomass Power Project,Guangxi Deli New energy Technology Co. ltd,Energy industries (renewable/non-renewable sources),,ACM0006,Registered,China,95542,Asia,2019-12-12,2019-01-22,2029-01-21
788,China Guangdong Shenzhen Qianwan LNG generation project,"Shenzhen Guangqian Electric Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002; AM0029,Registered,China,857072,Asia,2012-03-05,2016-12-01,2026-11-30
1962,Daan Laifu Wind Farm Phase II Project,Credits transferred from approved GHG program,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,109116,Asia,2019-10-17,2020-09-17,2027-09-16
1955,Jilin TongHua Biomass Power Project,"Tonghua Xinneng Biomass Power Cogeneration Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0006,Registered,China,107078,Asia,2019-09-30,2020-05-01,2030-04-30
1956,Shaanxi Chengcheng Biomass Power Project,Shaanxi Chengcheng Qinyao Power Company,Energy industries (renewable/non-renewable sources),,ACM0006,Registered,China,118019,Asia,2019-09-30,2020-04-01,2030-03-31
1947,Inner Mongolia Wujier Phase I Wind Power Project,"Inner Mongolia Xinjin Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,120508,Asia,2019-10-29,2017-12-21,2037-12-20
392,Gansu Datang Yumen 49 MW Wind Power Project,"Gansu Datang Yumen Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,96969,Asia,2020-04-06,2020-12-28,2027-12-27
1939,CECEP Gansu Yumen Changma Daba South Wind Farm Project,"CECEP Wind Power (Gansu) Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,91400,Asia,2019-10-02,,
1940,CECEP Gansu Yumen Changma Daba North Wind Farm Project.,"CECEP Wind Power (Gansu) Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,90531,Asia,2019-09-27,,
1935,Hubei Hongshan IFM (Conversion of Logged to Protected Forest) Project,"Zhejiang Zhongzheng Forestry Development Co.,Ltd",Agriculture Forestry and Other Land Use,IFM,VM0010,Registered,China,292309,Asia,2020-06-04,2015-01-01,2044-12-31
699,"Yiyang Xiushan Hydropower Project, P.R. China","TAOHUAJIANG ENERGY DEVELOPMENT CO., LTD",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,240000,Asia,2020-04-06,,
1930,Henan Nanzhao Afforestation Project,"Beijing Pingtouge Forestry Carbon Technology Development Co.,Ltd",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,China,493806,Asia,2020-05-27,2014-10-20,2074-10-19
797,Jingshan Kaidi Biomass Power Project,"Jingshan Kaidi Green Energy Development Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002; ACM0006,Registered,China,90446,Asia,2012-03-19,2018-01-01,2024-12-31
1001,Inner Mongolia Yihewusu Phase II 49.5 MW Wind Power Project,"Inner Mongolia Xinjin Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,67000,Asia,2020-04-06,2017-06-01,2024-05-31
789,Inner Mongolia Bayinxile Wind Power Project,China Resources Wind Power Inner Mongolia Bayinxil,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,130286,,2012-03-01,,
1896,Hunan Northern and Northwestern Area Afforestation Project,"Jilin Forest Industry Environmental Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,China,286518,Asia,2020-11-03,2017-05-15,2057-05-14
1895,Jilin Linjiang Afforestation Project,"Jilin Forest Industry Environmental Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,China,546751,Asia,2020-08-04,2015-08-01,2075-07-31
722,Guangdong Huizhou LNG Power Generation Project,"Guangdong Huizhou LNG Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,AM0029,Registered,China,630484,Asia,2020-04-06,,
1887,Nanyang Danjiang River Solar Cooker Project Phase II,Credits transferred from approved GHG program,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,China,93962,Asia,2019-04-11,,
1886,Nanyang Danjiang River Solar Cooker Project Phase I,Credits transferred from approved GHG program,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,China,129914,Asia,2019-04-11,,
1875,Guangxi Fusui Qiquan biomass power generation project,"Guangxi Fusui Qiquan biomass power generation Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0018,Registered,China,117822,Asia,2019-03-15,2018-12-11,2028-12-10
1867,Ningxia Xiangshan Wind Farm Project,"Ningxia Zhongwei Aluminum New Energy Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,727982,Asia,2019-04-11,2017-04-15,2027-04-14
1866,XinJiang Makit County Afforestation Carbon Sequestration Project,"Makit Base Junlian Cotton Industry Co., Ltd.",Agriculture Forestry and Other Land Use,ARR; IFM; REDD,AR-ACM0003,Registered,China,90393,Asia,2020-04-06,2014-03-10,2054-03-09
1864,Puzhen Afforestation Project in Guizhou Province,"Guizhou Baiheng Fertiliser Co., Ltd",Agriculture Forestry and Other Land Use,ARR; IFM; REDD,AR-ACM0003,Registered,China,313023,Asia,2020-04-06,2014-04-01,2044-03-31
1865,Xiguan Afforestation Project in Guizhou Province,"Guizhou Baiheng Fertiliser Co., Ltd",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,China,388420,Asia,2020-05-15,2014-04-01,2044-03-31
1859,Heqing Solar Cooker Project II,"Clean Air Trade, Inc.",Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,China,143762,Asia,2019-02-14,2016-12-01,2026-11-30
1860,Heqing Solar Cooker Project I,"Clean Air Trade, Inc.",Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,China,143762,Asia,2019-02-14,,
1855,Hechu Afforestation Project in Anhui Province,"Hefei Zhuoya Landscaping Engineering Co., Ltd.",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,China,469187,Asia,2020-06-04,2014-04-22,2034-04-21
794,Dahao Wind Power Project,"China Resources Windpower Development (Shantou Haojiang) Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,40000,Asia,2020-04-06,,
728,CECIC Gansu Yumen Changma No.3 Wind Farm Project,"CECIC Wind-power (Gansu) Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,348411,Asia,2020-04-06,,
1847,Qianxinan Afforestation Project in Guizhou Province,"Guizhou Baiheng Fertiliser Co., Ltd",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,China,469669,Asia,2020-04-06,2014-04-15,2034-04-14
1839,CECIC HKC Danjinghe Wind Farm Project,"CECIC HKE Wind Power CO.,LTD",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,471661,Asia,2019-01-04,,
1832,Haidong Afforestation Project,"Qinghai Forestry Ecological Construction and Investment Co., Ltd.",Agriculture Forestry and Other Land Use,ARR; IFM; REDD,AR-ACM0003,Registered,China,598145,Asia,2020-04-06,2014-04-21,2114-04-20
