"Vintage","Credit Status","Quantity","GSID","Project Name","Project Developer","Country","Project Type","Methodology","Programme of Activities","POA GSID","Product Type","Issuance Date","Monitoring Period Start","Monitoring Period End","Serial Number","Eligible for CORSIA?","Retired for CORSIA?","CORSIA Authorisation","Aeroplane Operator Name"
"2018","Issued","154593","2460","The CDQ Project in Tranvic Group","Goldchina Consultancy International Co. Ltd","China","Energy Efficiency - Industrial","ACM0012 Waste energy recovery","Standalone",,"VER","2021-04-26T11:54:52.783","2017-09-29","2020-02-29","GS1-1-CN-GS2460-15-2018-20880-1-154593","No","No","Not Applicable",
"2017","Issued","40173","2460","The CDQ Project in Tranvic Group","Goldchina Consultancy International Co. Ltd","China","Energy Efficiency - Industrial","ACM0012 Waste energy recovery","Standalone",,"VER","2021-04-26T11:54:52.686","2017-09-29","2020-02-29","GS1-1-CN-GS2460-15-2017-20879-1-40173","No","No","Not Applicable",
"2017","Issued","26719","7049","Sichuan Rural Poor-Household Biogas Development Programme (GS1239 CER to VER conversion)","UPM Umwelt-Projekt-Management GmbH","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","VER","2021-04-22T10:30:50.340","2017-01-01","2017-12-31","GS1-1-CN-GS7049-4-2017-20872-1-26719","No","No","Not Applicable",
"2019","Issued","3970","1097","WWF Mamize Firewood-Saving Cook Stove Project II","South Pole Carbon Asset Management Ltd.","China","Energy Efficiency - Domestic","AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass","Standalone",,"VER","2021-04-17T11:09:16.436","2017-11-19","2019-11-18","GS1-1-CN-GS1097-16-2019-20855-1-3970","No","No","Not Applicable",
"2018","Issued","4499","1097","WWF Mamize Firewood-Saving Cook Stove Project II","South Pole Carbon Asset Management Ltd.","China","Energy Efficiency - Domestic","AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass","Standalone",,"VER","2021-04-17T11:09:16.356","2017-11-19","2019-11-18","GS1-1-CN-GS1097-16-2018-20854-1-4499","No","No","Not Applicable",
"2017","Issued","530","1097","WWF Mamize Firewood-Saving Cook Stove Project II","South Pole Carbon Asset Management Ltd.","China","Energy Efficiency - Domestic","AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass","Standalone",,"VER","2021-04-17T11:09:16.276","2017-11-19","2019-11-18","GS1-1-CN-GS1097-16-2017-20853-1-530","No","No","Not Applicable",
"2019","Issued","4067","1096","WWF Mamize Firewood-Saving Cook Stove Project IV","South Pole Carbon Asset Management Ltd.","China","Energy Efficiency - Domestic","AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass","Standalone",,"VER","2021-04-17T11:04:07.878","2017-11-19","2019-11-18","GS1-1-CN-GS1096-16-2019-20852-1-4067","No","No","Not Applicable",
"2018","Issued","4608","1096","WWF Mamize Firewood-Saving Cook Stove Project IV","South Pole Carbon Asset Management Ltd.","China","Energy Efficiency - Domestic","AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass","Standalone",,"VER","2021-04-17T11:04:07.786","2017-11-19","2019-11-18","GS1-1-CN-GS1096-16-2018-20851-1-4608","No","No","Not Applicable",
"2017","Issued","542","1096","WWF Mamize Firewood-Saving Cook Stove Project IV","South Pole Carbon Asset Management Ltd.","China","Energy Efficiency - Domestic","AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass","Standalone",,"VER","2021-04-17T11:03:22.828","2017-11-19","2019-11-18","GS1-1-CN-GS1096-16-2017-20850-1-542","No","No","Not Applicable",
"2019","Issued","4022","1095","WWF Mamize Firewood-Saving Cook Stove Project III","South Pole Carbon Asset Management Ltd.","China","Energy Efficiency - Domestic","AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass","Standalone",,"VER","2021-04-17T10:58:04.602","2017-11-19","2019-11-18","GS1-1-CN-GS1095-16-2019-20849-1-4022","No","No","Not Applicable",
"2018","Issued","4559","1095","WWF Mamize Firewood-Saving Cook Stove Project III","South Pole Carbon Asset Management Ltd.","China","Energy Efficiency - Domestic","AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass","Standalone",,"VER","2021-04-17T10:58:04.511","2017-11-19","2019-11-18","GS1-1-CN-GS1095-16-2018-20848-1-4559","No","No","Not Applicable",
"2017","Issued","537","1095","WWF Mamize Firewood-Saving Cook Stove Project III","South Pole Carbon Asset Management Ltd.","China","Energy Efficiency - Domestic","AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass","Standalone",,"VER","2021-04-17T10:58:04.407","2017-11-19","2019-11-18","GS1-1-CN-GS1095-16-2017-20847-1-537","No","No","Not Applicable",
"2019","Issued","4160","1094","WWF Mamize Firewood-Saving Cook Stove Project I","South Pole Carbon Asset Management Ltd.","China","Energy Efficiency - Domestic","AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass","Standalone",,"VER","2021-04-17T10:50:21.969","2017-11-19","2019-11-18","GS1-1-CN-GS1094-16-2019-20846-1-4160","No","No","Not Applicable",
"2018","Issued","4714","1094","WWF Mamize Firewood-Saving Cook Stove Project I","South Pole Carbon Asset Management Ltd.","China","Energy Efficiency - Domestic","AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass","Standalone",,"VER","2021-04-17T10:50:21.856","2017-11-19","2019-11-18","GS1-1-CN-GS1094-16-2018-20845-1-4714","No","No","Not Applicable",
"2017","Issued","555","1094","WWF Mamize Firewood-Saving Cook Stove Project I","South Pole Carbon Asset Management Ltd.","China","Energy Efficiency - Domestic","AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass","Standalone",,"VER","2021-04-17T10:50:21.523","2017-11-19","2019-11-18","GS1-1-CN-GS1094-16-2017-20844-1-555","No","No","Not Applicable",
"2020","Issued","234795","6753","CECIC HKC Danjinghe Wind Farm Project","Beijing Fangzhou Jiaye Technology Co ltd","China","Wind","ACM0002 Grid-connected electricity generation from renewable sources","Standalone",,"CER","2021-04-09T07:13:04.467","2018-10-01","2020-07-31","CN-5-1111389264-2-2-0-2170 - CN-5-1111624058-2-2-0-2170","No","No","Not Applicable",
"2019","Issued","424124","6753","CECIC HKC Danjinghe Wind Farm Project","Beijing Fangzhou Jiaye Technology Co ltd","China","Wind","ACM0002 Grid-connected electricity generation from renewable sources","Standalone",,"CER","2021-04-09T07:12:10.589","2018-10-01","2020-07-31","CN-5-1110965140-2-2-0-2170 - CN-5-1111389263-2-2-0-2170","No","No","Not Applicable",
"2018","Issued","109542","6753","CECIC HKC Danjinghe Wind Farm Project","Beijing Fangzhou Jiaye Technology Co ltd","China","Wind","ACM0002 Grid-connected electricity generation from renewable sources","Standalone",,"CER","2021-04-09T07:08:58.520","2018-10-01","2020-07-31","CN-5-1110855598-2-2-0-2170 - CN-5-1110965139-2-2-0-2170","No","No","Not Applicable",
"2016","Issued","5000","7049","Sichuan Rural Poor-Household Biogas Development Programme (GS1239 CER to VER conversion)","UPM Umwelt-Projekt-Management GmbH","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","VER","2021-04-06T15:35:02.344","2016-01-01","2016-12-31","GS1-1-CN-GS7049-4-2016-20764-1-5000","No","No","Not Applicable",
"2020","Issued","43754","2502","National Bio Energy Tongliao Biomass Power Plant","Beijing Fangzhou Jiaye Technology Co ltd","China","Biomass, or Liquid Biofuel - Electricity","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2021-04-02T08:42:05.726","2017-12-01","2020-08-31","GS1-1-CN-GS2502-9-2020-20759-1-43754","No","No","Not Applicable",
"2019","Issued","74719","2502","National Bio Energy Tongliao Biomass Power Plant","Beijing Fangzhou Jiaye Technology Co ltd","China","Biomass, or Liquid Biofuel - Electricity","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2021-04-02T08:42:05.547","2017-12-01","2020-08-31","GS1-1-CN-GS2502-9-2019-20758-1-74719","No","No","Not Applicable",
"2018","Issued","78196","2502","National Bio Energy Tongliao Biomass Power Plant","Beijing Fangzhou Jiaye Technology Co ltd","China","Biomass, or Liquid Biofuel - Electricity","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2021-04-02T08:42:05.357","2017-12-01","2020-08-31","GS1-1-CN-GS2502-9-2018-20757-1-78196","No","No","Not Applicable",
"2017","Issued","5124","2502","National Bio Energy Tongliao Biomass Power Plant","Beijing Fangzhou Jiaye Technology Co ltd","China","Biomass, or Liquid Biofuel - Electricity","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2021-04-02T08:42:05.192","2017-12-01","2020-08-31","GS1-1-CN-GS2502-9-2017-20756-1-5124","No","No","Not Applicable",
"2014","Issued","21000","7049","Sichuan Rural Poor-Household Biogas Development Programme (GS1239 CER to VER conversion)","UPM Umwelt-Projekt-Management GmbH","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","VER","2021-03-26T11:00:25.884","2014-03-01","2014-12-31","GS1-1-CN-GS7049-4-2014-20689-1-21000","No","No","Not Applicable",
"2020","Issued","10201","1228","National Bachu Biomass Power Generation Project","Swiss Carbon Value Ltd.","China","Biomass, or Liquid Biofuel - Electricity","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2020-12-31T15:29:48.847","2018-03-28","2020-03-27","GS1-1-CN-GS1228-9-2020-20516-1-10201","No","No","Not Applicable",
"2019","Issued","40373","1228","National Bachu Biomass Power Generation Project","Swiss Carbon Value Ltd.","China","Biomass, or Liquid Biofuel - Electricity","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2020-12-31T15:29:48.776","2018-03-28","2020-03-27","GS1-1-CN-GS1228-9-2019-20515-1-40373","No","No","Not Applicable",
"2018","Issued","27861","1228","National Bachu Biomass Power Generation Project","Swiss Carbon Value Ltd.","China","Biomass, or Liquid Biofuel - Electricity","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2020-12-31T15:29:48.701","2018-03-28","2020-03-27","GS1-1-CN-GS1228-9-2018-20514-1-27861","No","No","Not Applicable",
"2018","Issued","5054","1228","National Bachu Biomass Power Generation Project","Swiss Carbon Value Ltd.","China","Biomass, or Liquid Biofuel - Electricity","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2020-12-31T15:29:02.472","2017-09-28","2018-01-27","GS1-1-CN-GS1228-9-2018-20513-1-5054","No","No","Not Applicable",
"2017","Issued","10765","1228","National Bachu Biomass Power Generation Project","Swiss Carbon Value Ltd.","China","Biomass, or Liquid Biofuel - Electricity","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2020-12-31T15:29:02.403","2017-09-28","2018-01-27","GS1-1-CN-GS1228-9-2017-20512-1-10765","No","No","Not Applicable",
"2019","Issued","63986","750","Hebei Yingxin Glass Group Co. Ltd. Glass Furnace Flue Gas Waste Heat To Energy Project (300502)","Swiss Carbon Assets Ltd.","China","Energy Efficiency - Industrial","ACM0012 Waste energy recovery","Standalone",,"VER","2020-12-31T15:13:06.139","2018-06-01","2019-12-31","GS1-1-CN-GS750-15-2019-20509-1-63986","No","No","Not Applicable",
"2018","Issued","34195","750","Hebei Yingxin Glass Group Co. Ltd. Glass Furnace Flue Gas Waste Heat To Energy Project (300502)","Swiss Carbon Assets Ltd.","China","Energy Efficiency - Industrial","ACM0012 Waste energy recovery","Standalone",,"VER","2020-12-31T15:13:06.050","2018-06-01","2019-12-31","GS1-1-CN-GS750-15-2018-20508-1-34195","No","No","Not Applicable",
"2020","Issued","21713","1588","Nanyang Danjiang River Solar Cooker Project Phase II","Sirreon Technology & Development (Beijing) Co.Ltd","China","Solar Thermal - Heat","AMS-I.C. Thermal energy production with or without electricity","Standalone",,"CER","2020-12-22T10:26:31.259","2018-12-01","2020-04-30","CN-5-1108956111-2-2-0-6987 - CN-5-1108977823-2-2-0-6987","No","No","Not Applicable",
"2019","Issued","76519","1588","Nanyang Danjiang River Solar Cooker Project Phase II","Sirreon Technology & Development (Beijing) Co.Ltd","China","Solar Thermal - Heat","AMS-I.C. Thermal energy production with or without electricity","Standalone",,"CER","2020-12-22T10:19:14.370","2018-12-01","2020-04-30","CN-5-1108879592-2-2-0-6987 - CN-5-1108879592-2-2-0-6987","No","No","Not Applicable",
"2018","Issued","4908","1588","Nanyang Danjiang River Solar Cooker Project Phase II","Sirreon Technology & Development (Beijing) Co.Ltd","China","Solar Thermal - Heat","AMS-I.C. Thermal energy production with or without electricity","Standalone",,"CER","2020-12-22T10:07:38.013","2018-12-01","2020-04-30","CN-5-1108874684-2-2-0-6987 - CN-5-1108879591-2-2-0-6987","No","No","Not Applicable",
"2020","Issued","21533","1378","Nanyang Danjiang River Solar Cooker Project Phase I","Sirreon Technology & Development (Beijing) Co.Ltd","China","Solar Thermal - Heat","AMS-I.C. Thermal energy production with or without electricity","Standalone",,"CER","2020-12-22T10:03:25.848","2018-12-01","2020-04-30","CN-5-1108838657-2-2-0-6125 - CN-5-1108860189-2-2-0-6125","No","No","Not Applicable",
"2019","Issued","75807","1378","Nanyang Danjiang River Solar Cooker Project Phase I","Sirreon Technology & Development (Beijing) Co.Ltd","China","Solar Thermal - Heat","AMS-I.C. Thermal energy production with or without electricity","Standalone",,"CER","2020-12-22T10:02:30.074","2018-12-01","2020-04-30","CN-5-1108762850-2-2-0-6125 - CN-5-1108838656-2-2-0-6125","No","No","Not Applicable",
"2018","Issued","4800","1378","Nanyang Danjiang River Solar Cooker Project Phase I","Sirreon Technology & Development (Beijing) Co.Ltd","China","Solar Thermal - Heat","AMS-I.C. Thermal energy production with or without electricity","Standalone",,"CER","2020-12-22T10:01:32.677","2018-12-01","2020-04-30","CN-5-1108758050-2-2-0-6125 - CN-5-1108762849-2-2-0-6125","No","No","Not Applicable",
"2019","Issued","3187","4702","WWF Meigu High Efficient Cook Stove Project","Swiss Carbon Value Ltd.","China","Energy Efficiency - Domestic","GS MS Simplified Methodology for Efficient Cookstoves v1.","Standalone",,"VER","2020-11-18T09:16:24.016","2017-05-01","2019-04-30","GS1-1-CN-GS4702-16-2019-20266-1-3187","No","No","Not Applicable",
"2018","Issued","9700","4702","WWF Meigu High Efficient Cook Stove Project","Swiss Carbon Value Ltd.","China","Energy Efficiency - Domestic","GS MS Simplified Methodology for Efficient Cookstoves v1.","Standalone",,"VER","2020-11-18T09:16:23.948","2017-05-01","2019-04-30","GS1-1-CN-GS4702-16-2018-20265-1-9700","No","No","Not Applicable",
"2017","Issued","6517","4702","WWF Meigu High Efficient Cook Stove Project","Swiss Carbon Value Ltd.","China","Energy Efficiency - Domestic","GS MS Simplified Methodology for Efficient Cookstoves v1.","Standalone",,"VER","2020-11-18T09:16:23.883","2017-05-01","2019-04-30","GS1-1-CN-GS4702-16-2017-20264-1-6517","No","No","Not Applicable",
"2020","Issued","16932","1253","Xinyang MSW Landfill Site LFG Recovery to Power Project","Shanghai BCCY New Power Industry Co.Ltd.","China","Biogas - Electricity","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2020-10-15T07:58:21.478","2018-04-01","2020-06-30","GS1-1-CN-GS1253-5-2020-20211-1-16932","No","No","Not Applicable",
"2019","Issued","34406","1253","Xinyang MSW Landfill Site LFG Recovery to Power Project","Shanghai BCCY New Power Industry Co.Ltd.","China","Biogas - Electricity","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2020-10-15T07:58:21.423","2018-04-01","2020-06-30","GS1-1-CN-GS1253-5-2019-20210-1-34406","No","No","Not Applicable",
"2018","Issued","27076","1253","Xinyang MSW Landfill Site LFG Recovery to Power Project","Shanghai BCCY New Power Industry Co.Ltd.","China","Biogas - Electricity","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2020-10-15T07:58:21.366","2018-04-01","2020-06-30","GS1-1-CN-GS1253-5-2018-20209-1-27076","No","No","Not Applicable",
"2020","Issued","19308","7606","Zaoyuan Solar Cooker Project","Sirreon Technology & Development (Beijing) Co.Ltd","China","Solar Thermal - Heat","AMS-I.C. Thermal energy production with or without electricity","Standalone",,"VER","2020-09-21T03:59:30.072","2019-01-15","2020-03-15","GS1-1-CN-GS7606-3-2020-20138-1-19308","Yes","No","Not Applicable",
"2019","Issued","106415","7606","Zaoyuan Solar Cooker Project","Sirreon Technology & Development (Beijing) Co.Ltd","China","Solar Thermal - Heat","AMS-I.C. Thermal energy production with or without electricity","Standalone",,"VER","2020-09-21T03:59:30.012","2019-01-15","2020-03-15","GS1-1-CN-GS7606-3-2019-20137-1-106415","Yes","No","Not Applicable",
"2020","Issued","18718","7605","Shifosi Solar Cooker Project","Sirreon Technology & Development (Beijing) Co.Ltd","China","Solar Thermal - Heat","AMS-I.C. Thermal energy production with or without electricity","Standalone",,"VER","2020-09-21T03:54:48.917","2019-01-15","2020-03-15","GS1-1-CN-GS7605-3-2020-20136-1-18718","Yes","No","Not Applicable",
"2019","Issued","102619","7605","Shifosi Solar Cooker Project","Sirreon Technology & Development (Beijing) Co.Ltd","China","Solar Thermal - Heat","AMS-I.C. Thermal energy production with or without electricity","Standalone",,"VER","2020-09-21T03:54:48.856","2019-01-15","2020-03-15","GS1-1-CN-GS7605-3-2019-20135-1-102619","Yes","No","Not Applicable",
"2020","Issued","19224","7604","Houji Solar Cooker Project","Sirreon Technology & Development (Beijing) Co.Ltd","China","Solar Thermal - Heat","AMS-I.C. Thermal energy production with or without electricity","Standalone",,"VER","2020-09-21T03:49:42.609","2019-01-15","2020-03-15","GS1-1-CN-GS7604-3-2020-20134-1-19224","Yes","No","Not Applicable",
"2019","Issued","105437","7604","Houji Solar Cooker Project","Sirreon Technology & Development (Beijing) Co.Ltd","China","Solar Thermal - Heat","AMS-I.C. Thermal energy production with or without electricity","Standalone",,"VER","2020-09-21T03:49:42.544","2019-01-15","2020-03-15","GS1-1-CN-GS7604-3-2019-20133-1-105437","Yes","No","Not Applicable",
"2019","Issued","14216","835","Hunan Guanbaodu-Liangjiangkou Small-scale Hydropower Bundle Project","Climate Bridge (Shanghai) Ltd.","China","Small, Low - Impact Hydro","ACM0002 Grid-connected electricity generation from renewable sources","Standalone",,"VER","2020-09-16T06:47:22.853","2019-01-01","2019-12-31","GS1-1-CN-GS835-14-2019-20118-1-14216","No","No","Not Applicable",
"2019","Issued","2469","1104","Zhongshan County Micro Hydro Project Bundle No.6","Swiss Carbon Value Ltd.","China","Small, Low - Impact Hydro","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2020-09-15T08:24:38.377","2018-07-27","2019-12-28","GS1-1-CN-GS1104-14-2019-20117-1-2469","No","No","Not Applicable",
"2018","Issued","899","1104","Zhongshan County Micro Hydro Project Bundle No.6","Swiss Carbon Value Ltd.","China","Small, Low - Impact Hydro","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2020-09-15T08:24:38.051","2018-07-27","2019-12-28","GS1-1-CN-GS1104-14-2018-20116-1-899","No","No","Not Applicable",
"2018","Issued","2222","1104","Zhongshan County Micro Hydro Project Bundle No.6","Swiss Carbon Value Ltd.","China","Small, Low - Impact Hydro","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2020-09-15T08:23:46.155","2017-04-29","2018-07-26","GS1-1-CN-GS1104-14-2018-20115-1-2222","No","No","Not Applicable",
"2017","Issued","2678","1104","Zhongshan County Micro Hydro Project Bundle No.6","Swiss Carbon Value Ltd.","China","Small, Low - Impact Hydro","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2020-09-15T08:23:46.078","2017-04-29","2018-07-26","GS1-1-CN-GS1104-14-2017-20114-1-2678","No","No","Not Applicable",
"2019","Issued","2747","1103","Zhongshan County Micro Hydro Project Bundle No.5","Swiss Carbon Value Ltd.","China","Small, Low - Impact Hydro","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2020-09-15T07:37:35.964","2018-07-27","2019-12-31","GS1-1-CN-GS1103-14-2019-20113-1-2747","No","No","Not Applicable",
"2018","Issued","900","1103","Zhongshan County Micro Hydro Project Bundle No.5","Swiss Carbon Value Ltd.","China","Small, Low - Impact Hydro","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2020-09-15T07:37:35.907","2018-07-27","2019-12-31","GS1-1-CN-GS1103-14-2018-20112-1-900","No","No","Not Applicable",
"2018","Issued","2618","1103","Zhongshan County Micro Hydro Project Bundle No.5","Swiss Carbon Value Ltd.","China","Small, Low - Impact Hydro","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2020-09-15T07:36:45.326","2017-05-01","2018-07-26","GS1-1-CN-GS1103-14-2018-20111-1-2618","No","No","Not Applicable",
"2017","Issued","2843","1103","Zhongshan County Micro Hydro Project Bundle No.5","Swiss Carbon Value Ltd.","China","Small, Low - Impact Hydro","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2020-09-15T07:36:45.266","2017-05-01","2018-07-26","GS1-1-CN-GS1103-14-2017-20110-1-2843","No","No","Not Applicable",
"2019","Issued","2744","1101","Zhongshan County Micro Hydro Project Bundle No.3","Swiss Carbon Value Ltd.","China","Small, Low - Impact Hydro","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2020-09-15T07:19:40.766","2018-07-27","2019-12-28","GS1-1-CN-GS1101-14-2019-20109-1-2744","No","No","Not Applicable",
"2018","Issued","990","1101","Zhongshan County Micro Hydro Project Bundle No.3","Swiss Carbon Value Ltd.","China","Small, Low - Impact Hydro","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2020-09-15T07:19:40.649","2018-07-27","2019-12-28","GS1-1-CN-GS1101-14-2018-20108-1-990","No","No","Not Applicable",
"2018","Issued","2489","1101","Zhongshan County Micro Hydro Project Bundle No.3","Swiss Carbon Value Ltd.","China","Small, Low - Impact Hydro","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2020-09-15T07:18:52.644","2017-04-29","2018-07-26","GS1-1-CN-GS1101-14-2018-20107-1-2489","No","No","Not Applicable",
"2017","Issued","3000","1101","Zhongshan County Micro Hydro Project Bundle No.3","Swiss Carbon Value Ltd.","China","Small, Low - Impact Hydro","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2020-09-15T07:18:52.559","2017-04-29","2018-07-26","GS1-1-CN-GS1101-14-2017-20106-1-3000","No","No","Not Applicable",
"2019","Issued","2386","1100","Zhongshan County Micro Hydro Project Bundle No.2","Swiss Carbon Value Ltd.","China","Small, Low - Impact Hydro","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2020-09-14T11:40:37.885","2018-05-01","2019-12-31","GS1-1-CN-GS1100-14-2019-20105-1-2386","No","No","Not Applicable",
"2018","Issued","1768","1100","Zhongshan County Micro Hydro Project Bundle No.2","Swiss Carbon Value Ltd.","China","Small, Low - Impact Hydro","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2020-09-14T11:40:37.827","2018-05-01","2019-12-31","GS1-1-CN-GS1100-14-2018-20104-1-1768","No","No","Not Applicable",
"2018","Issued","878","1100","Zhongshan County Micro Hydro Project Bundle No.2","Swiss Carbon Value Ltd.","China","Small, Low - Impact Hydro","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2020-09-14T11:38:13.522","2017-05-01","2018-04-30","GS1-1-CN-GS1100-14-2018-20103-1-878","No","No","Not Applicable",
"2017","Issued","2495","1100","Zhongshan County Micro Hydro Project Bundle No.2","Swiss Carbon Value Ltd.","China","Small, Low - Impact Hydro","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2020-09-14T11:38:13.465","2017-05-01","2018-04-30","GS1-1-CN-GS1100-14-2017-20102-1-2495","No","No","Not Applicable",
"2019","Issued","2924","1098","Zhongshan County Micro Hydro Project Bundle No.1","Swiss Carbon Value Ltd.","China","Small, Low - Impact Hydro","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2020-09-14T11:21:22.672","2018-03-29","2019-12-28","GS1-1-CN-GS1098-14-2019-20101-1-2924","No","No","Not Applicable",
"2018","Issued","2515","1098","Zhongshan County Micro Hydro Project Bundle No.1","Swiss Carbon Value Ltd.","China","Small, Low - Impact Hydro","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2020-09-14T11:21:22.609","2018-03-29","2019-12-28","GS1-1-CN-GS1098-14-2018-20100-1-2515","No","No","Not Applicable",
"2018","Issued","158","1098","Zhongshan County Micro Hydro Project Bundle No.1","Swiss Carbon Value Ltd.","China","Small, Low - Impact Hydro","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2020-09-14T11:15:01.543","2017-04-29","2018-01-24","GS1-1-CN-GS1098-14-2018-20099-1-158","No","No","Not Applicable",
"2017","Issued","3133","1098","Zhongshan County Micro Hydro Project Bundle No.1","Swiss Carbon Value Ltd.","China","Small, Low - Impact Hydro","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2020-09-14T11:15:01.476","2017-04-29","2018-01-24","GS1-1-CN-GS1098-14-2017-20098-1-3133","No","No","Not Applicable",
"2019","Issued","42687","2501","Ningxia Lingwu Baitugang 40MWp Solar PV Power Generation Project","Climate Bridge (Shanghai) Ltd.","China","Solar Thermal - Electricity","ACM0002 Grid-connected electricity generation from renewable sources","Standalone",,"VER","2020-07-03T10:52:05.182","2017-02-01","2019-11-30","GS1-1-CN-GS2501-2-2019-19833-1-42687","No","No","Not Applicable",
"2018","Issued","47752","2501","Ningxia Lingwu Baitugang 40MWp Solar PV Power Generation Project","Climate Bridge (Shanghai) Ltd.","China","Solar Thermal - Electricity","ACM0002 Grid-connected electricity generation from renewable sources","Standalone",,"VER","2020-07-03T10:52:05.122","2017-02-01","2019-11-30","GS1-1-CN-GS2501-2-2018-19832-1-47752","No","No","Not Applicable",
"2017","Issued","39346","2501","Ningxia Lingwu Baitugang 40MWp Solar PV Power Generation Project","Climate Bridge (Shanghai) Ltd.","China","Solar Thermal - Electricity","ACM0002 Grid-connected electricity generation from renewable sources","Standalone",,"VER","2020-07-03T10:52:05.062","2017-02-01","2019-11-30","GS1-1-CN-GS2501-2-2017-19831-1-39346","No","No","Not Applicable",
"2019","Issued","99640","2499","Gansu Jinchang Magang and Huangmaopo Bundled Wind Power Project","Climate Bridge (Shanghai) Ltd.","China","Wind","ACM0002 Grid-connected electricity generation from renewable sources","Standalone",,"VER","2020-06-16T03:57:23.295","2017-01-31","2019-11-29","GS1-1-CN-GS2499-12-2019-19762-1-99640","No","No","Not Applicable",
"2018","Issued","122367","2499","Gansu Jinchang Magang and Huangmaopo Bundled Wind Power Project","Climate Bridge (Shanghai) Ltd.","China","Wind","ACM0002 Grid-connected electricity generation from renewable sources","Standalone",,"VER","2020-06-16T03:57:23.246","2017-01-31","2019-11-29","GS1-1-CN-GS2499-12-2018-19761-1-122367","No","No","Not Applicable",
"2017","Issued","86728","2499","Gansu Jinchang Magang and Huangmaopo Bundled Wind Power Project","Climate Bridge (Shanghai) Ltd.","China","Wind","ACM0002 Grid-connected electricity generation from renewable sources","Standalone",,"VER","2020-06-16T03:57:23.183","2017-01-31","2019-11-29","GS1-1-CN-GS2499-12-2017-19760-1-86728","No","No","Not Applicable",
"2016","Issued","2100","1288","Sichuan Rural Poor-Household Biogas Development Programme CPA Nb. SCHHBG-2010-01","Chengdu Oasis Science & Technology Co Ltd","China","Biomass, or Liquid Biofuel - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2020-03-22T18:43:22.575","2016-01-01","2016-12-31","CN-5-1094527238-2-2-0-2898 - CN-5-1094529337-2-2-0-2898","No","No","Not Applicable",
