"Vintage","Credit Status","Quantity","GSID","Project Name","Project Developer","Country","Project Type","Methodology","Programme of Activities","POA GSID","Product Type","Issuance Date","Monitoring Period Start","Monitoring Period End","Serial Number","Eligible for CORSIA?","Retired for CORSIA?","CORSIA Authorisation","Aeroplane Operator Name"
"2017","Issued","9786","1700","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-009","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2019-03-04T00:00","2017-01-01","2017-12-31","CN-5-1088251780-2-2-0-2898 - CN-5-1088261565-2-2-0-2898","No","No","Not Applicable",
"2017","Issued","9785","1699","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-008","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2019-03-04T00:00","2017-01-01","2017-12-31","CN-5-1088241995-2-2-0-2898 - CN-5-1088251779-2-2-0-2898","No","No","Not Applicable",
"2017","Issued","9785","1698","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-007","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2019-03-04T00:00","2017-01-01","2017-12-31","CN-5-1088232210-2-2-0-2898 - CN-5-1088241994-2-2-0-2898","No","No","Not Applicable",
"2017","Issued","9785","1695","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-004","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2019-03-04T00:00","2017-01-01","2017-12-31","CN-5-1088202854-2-2-0-2898 - CN-5-1088212638-2-2-0-2898","No","No","Not Applicable",
"2017","Issued","9387","1717","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-026","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2019-03-04T00:00","2017-01-01","2017-12-31","CN-5-1088412147-2-2-0-2898 - CN-5-1088421533-2-2-0-2898","No","No","Not Applicable",
"2017","Issued","9387","1714","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-023","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2019-03-04T00:00","2017-01-01","2017-12-31","CN-5-1088383988-2-2-0-2898 - CN-5-1088393374-2-2-0-2898","No","No","Not Applicable",
"2017","Issued","9386","1702","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-011","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2019-03-04T00:00","2017-01-01","2017-12-31","CN-5-1088271351-2-2-0-2898 - CN-5-1088280736-2-2-0-2898","No","No","Not Applicable",
"2017","Issued","9786","1697","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-006","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2019-03-04T00:00","2017-01-01","2017-12-31","CN-5-1088222424-2-2-0-2898 - CN-5-1088232209-2-2-0-2898","No","No","Not Applicable",
"2017","Issued","9784","1693","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-002","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2019-03-04T00:00","2017-01-01","2017-12-31","CN-5-1088183284-2-2-0-2898 - CN-5-1088193067-2-2-0-2898","No","No","Not Applicable",
"2017","Issued","9387","1721","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-030","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2019-03-04T00:00","2017-01-01","2017-12-31","CN-5-1088449693-2-2-0-2898 - CN-5-1088459079-2-2-0-2898","No","No","Not Applicable",
"2017","Issued","9386","1718","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-027","Chengdu Oasis Science & Technology Co Ltd","China","Biomass, or Liquid Biofuel - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2019-03-04T00:00","2017-01-01","2017-12-31","CN-5-1088421534-2-2-0-2898 - CN-5-1088430919-2-2-0-2898","No","No","Not Applicable",
"2017","Issued","9387","1703","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-012","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2019-03-04T00:00","2017-01-01","2017-12-31","CN-5-1088280737-2-2-0-2898 - CN-5-1088290123-2-2-0-2898","No","No","Not Applicable",
"2017","Issued","9786","1694","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-003","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2019-03-04T00:00","2017-01-01","2017-12-31","CN-5-1088193068-2-2-0-2898 - CN-5-1088202853-2-2-0-2898","No","No","Not Applicable",
"2017","Issued","9386","1720","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-029","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2019-03-04T00:00","2017-01-01","2017-12-31","CN-5-1088440307-2-2-0-2898 - CN-5-1088449692-2-2-0-2898","No","No","Not Applicable",
"2017","Issued","9387","1719","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-028","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2019-03-04T00:00","2017-01-01","2017-12-31","CN-5-1088430920-2-2-0-2898 - CN-5-1088440306-2-2-0-2898","No","No","Not Applicable",
"2017","Issued","9386","1711","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-020","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2019-03-04T00:00","2017-01-01","2017-12-31","CN-5-1088355829-2-2-0-2898 - CN-5-1088365214-2-2-0-2898","No","No","Not Applicable",
"2017","Issued","9386","1709","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-018","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2019-03-04T00:00","2017-01-01","2017-12-31","CN-5-1088337056-2-2-0-2898 - CN-5-1088346441-2-2-0-2898","No","No","Not Applicable",
"2017","Issued","9386","1706","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-015","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2019-03-04T00:00","2017-01-01","2017-12-31","CN-5-1088308897-2-2-0-2898 - CN-5-1088318282-2-2-0-2898","No","No","Not Applicable",
"2017","Issued","9387","1705","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-014","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2019-03-04T00:00","2017-01-01","2017-12-31","CN-5-1088299510-2-2-0-2898 - CN-5-1088308896-2-2-0-2898","No","No","Not Applicable",
"2017","Issued","9386","1704","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-013","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2019-03-04T00:00","2017-01-01","2017-12-31","CN-5-1088290124-2-2-0-2898 - CN-5-1088299509-2-2-0-2898","No","No","Not Applicable",
"2017","Issued","9785","1696","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-005","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2019-03-04T00:00","2017-01-01","2017-12-31","CN-5-1088212639-2-2-0-2898 - CN-5-1088222423-2-2-0-2898","No","No","Not Applicable",
"2016","Issued","67116","1378","Nanyang Danjiang River Solar Cooker Project Phase I","Sirreon Technology & Development (Beijing) Co.Ltd","China","Solar Thermal - Heat","AMS-I.C. Thermal energy production with or without electricity","Standalone",,"CER","2018-09-14T00:00","2016-04-01","2017-12-31","CN-5-1080345784-2-2-0-6125 - CN-5-1080412899-2-2-0-6125","No","No","Not Applicable",
"2017","Issued","86216","1378","Nanyang Danjiang River Solar Cooker Project Phase I","Sirreon Technology & Development (Beijing) Co.Ltd","China","Solar Thermal - Heat","AMS-I.C. Thermal energy production with or without electricity","Standalone",,"CER","2018-09-14T00:00","2016-04-01","2017-12-31","CN-5-1080412900-2-2-0-6125 - CN-5-1080499115-2-2-0-6125","No","No","Not Applicable",
"2016","Issued","67776","1588","Nanyang Danjiang River Solar Cooker Project Phase II","Sirreon Technology & Development (Beijing) Co.Ltd","China","Solar Thermal - Heat","AMS-I.C. Thermal energy production with or without electricity","Standalone",,"CER","2018-09-14T00:00","2016-04-01","2017-12-31","CN-5-1083368851-2-2-0-6987 - CN-5-1083436626-2-2-0-6987","No","No","Not Applicable",
"2017","Issued","88323","1588","Nanyang Danjiang River Solar Cooker Project Phase II","Sirreon Technology & Development (Beijing) Co.Ltd","China","Solar Thermal - Heat","AMS-I.C. Thermal energy production with or without electricity","Standalone",,"CER","2018-09-14T00:00","2016-04-01","2017-12-31","CN-5-1083436627-2-2-0-6987 - CN-5-1083524949-2-2-0-6987","No","No","Not Applicable",
"2015","Issued","8538","1737","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-045","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074361749-2-2-0-2898 - CN-5-1074370285-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8925","1733","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-041","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074327211-2-2-0-2898 - CN-5-1074336134-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8925","1727","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-036","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074282586-2-2-0-2898 - CN-5-1074291510-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","1726","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-035","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074274048-2-2-0-2898 - CN-5-1074282585-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","1723","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-032","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074248435-2-2-0-2898 - CN-5-1074256972-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","1716","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-025","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074188671-2-2-0-2898 - CN-5-1074197208-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","1715","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-024","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074180133-2-2-0-2898 - CN-5-1074188670-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","1713","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-022","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074163058-2-2-0-2898 - CN-5-1074171594-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","1712","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-021","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074154520-2-2-0-2898 - CN-5-1074163057-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","1710","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-019","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074137444-2-2-0-2898 - CN-5-1074145981-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","1708","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-017","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074120369-2-2-0-2898 - CN-5-1074128906-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","1707","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-016","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074111831-2-2-0-2898 - CN-5-1074120368-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8925","1701","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-010","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074060217-2-2-0-2898 - CN-5-1074069141-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8925","1700","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-009","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074051293-2-2-0-2898 - CN-5-1074060216-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8925","1699","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-008","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074042368-2-2-0-2898 - CN-5-1074051292-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8925","1698","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-007","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074033443-2-2-0-2898 - CN-5-1074042367-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8925","1695","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-004","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074006668-2-2-0-2898 - CN-5-1074015592-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8585","2580","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-068","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074560052-2-2-0-2898 - CN-5-1074568635-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","2576","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-064","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-III.R. Methane recovery in agricultural activities at household/small farm level","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074525126-2-2-0-2898 - CN-5-1074533663-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","2573","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-061","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074499513-2-2-0-2898 - CN-5-1074508050-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","2568","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-056","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074456824-2-2-0-2898 - CN-5-1074465361-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8925","2566","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-054","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074439362-2-2-0-2898 - CN-5-1074448286-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","7886","3600","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-086","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074704359-2-2-0-2898 - CN-5-107471244-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","7896","3599","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-085","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074696463-2-2-0-2898 - CN-5-1074704358-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","6856","3596","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-082","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074673606-2-2-0-2898 - CN-5-1074680461-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","7813","3590","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-076","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074625667-2-2-0-2898 - CN-5-1074633478-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","1939","1288","Sichuan Rural Poor-Household Biogas Development Programme CPA Nb. SCHHBG-2010-01","Chengdu Oasis Science & Technology Co Ltd","China","Biomass, or Liquid Biofuel - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1073986879-2-2-0-2898 - CN-5-1073988817-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8925","1697","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-006","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074024518-2-2-0-2898 - CN-5-1074033442-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8925","1693","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-002","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1073988818-2-2-0-2898 - CN-5-1073997742-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8925","2584","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-072","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074594263-2-2-0-2898 - CN-5-1074603187-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","2579","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-067","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074551514-2-2-0-2898 - CN-5-1074560051-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8925","2578","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-066","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074542589-2-2-0-2898 - CN-5-1074551513-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","2567","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-055","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074448287-2-2-0-2898 - CN-5-1074456823-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8613","1745","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-053","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074430749-2-2-0-2898 - CN-5-1074439361-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8925","1742","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-050","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074405599-2-2-0-2898 - CN-5-1074414523-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8925","1739","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-047","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074378824-2-2-0-2898 - CN-5-1074387748-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","1738","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-046","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074370286-2-2-0-2898 - CN-5-1074378823-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","1717","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-026","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074197209-2-2-0-2898 - CN-5-1074205745-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","1714","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-023","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074171595-2-2-0-2898 - CN-5-1074180132-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","1702","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-011","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074069142-2-2-0-2898 - CN-5-1074077679-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8167","3595","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-081","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074665439-2-2-0-2898 - CN-5-1074673605-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","7813","3593","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-079","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074649814-2-2-0-2898 - CN-5-1074657625-2-2-0-2898","No","No","Not Applicable",
