Vintage,Credit Status,Quantity,GSID,Project Name,Project Developer,Country,Product Type,Project Type,Methodology,Programme of Activities,POA GSID,Issuance Date,Retirement Date,Monitoring Period Start,Monitoring Period End,Serial Number,Note,Eligible for CORSIA?,Retired for CORSIA?,CORSIA Authorisation,Aeroplane Operator Name
2018,Retired,1989,397,*Suzhou Qizi Mountain Landfill Gas Recovery Project (300259),South Pole Carbon Asset Management Ltd.,China,VER,Other,ACM0001 Flaring or use of landfill gas,Standalone,,6/30/2021,9/7/2021,4/1/2018,7/31/2020,GS1-1-CN-GS397-21-2018-21267-1-1989,Retired by Gold Standard to compensate for potential over-issuance from Safe Water Supply projects identified by 2020-initiated grievance investigation. 2021 installment #1.,No,No,Not Applicable,
2020,Retired,25104,6753,CECIC HKC Danjinghe Wind Farm Project,Beijing Fangzhou Jiaye Technology Co ltd,China,VER,Wind,ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,6/24/2021,1/11/2023,10/1/2018,7/31/2020,GS1-1-CN-GS6753-12-2020-21237-68341-93444,Vattenfall NL - (VastePrijs)Gas met CO2-compensatie - December 2022,No,No,Not Applicable,
2020,Retired,13869,6753,CECIC HKC Danjinghe Wind Farm Project,Beijing Fangzhou Jiaye Technology Co ltd,China,VER,Wind,ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,6/24/2021,12/6/2022,10/1/2018,7/31/2020,GS1-1-CN-GS6753-12-2020-21237-54472-68340,Vattenfall NL - (VastePrijs)Gas met CO2-compensatie - November 2022,No,No,Not Applicable,
2020,Retired,5750,6753,CECIC HKC Danjinghe Wind Farm Project,Beijing Fangzhou Jiaye Technology Co ltd,China,VER,Wind,ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,6/24/2021,11/16/2022,10/1/2018,7/31/2020,GS1-1-CN-GS6753-12-2020-21237-48722-54471,Vattenfall NL - (VastePrijs)Gas met CO2-compensatie - Oktober 2022,No,No,Not Applicable,
2020,Retired,3625,6753,CECIC HKC Danjinghe Wind Farm Project,Beijing Fangzhou Jiaye Technology Co ltd,China,VER,Wind,ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,6/24/2021,10/19/2022,10/1/2018,7/31/2020,GS1-1-CN-GS6753-12-2020-21237-45097-48721,Vattenfall NL - (VastePrijs)Gas met CO2-compensatie - September 2022,No,No,Not Applicable,
2020,Retired,1798,6753,CECIC HKC Danjinghe Wind Farm Project,Beijing Fangzhou Jiaye Technology Co ltd,China,VER,Wind,ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,6/24/2021,9/6/2022,10/1/2018,7/31/2020,GS1-1-CN-GS6753-12-2020-21237-43299-45096,Vattenfall NL - (VastePrijs)Gas met CO2-compensatie - Augustus 2022,No,No,Not Applicable,
2020,Retired,2397,6753,CECIC HKC Danjinghe Wind Farm Project,Beijing Fangzhou Jiaye Technology Co ltd,China,VER,Wind,ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,6/24/2021,8/11/2022,10/1/2018,7/31/2020,GS1-1-CN-GS6753-12-2020-21237-40902-43298,Vattenfall NL - (VastePrijs)Gas met CO2-compensatie - Juli 2022,No,No,Not Applicable,
2020,Retired,1603,6753,CECIC HKC Danjinghe Wind Farm Project,Beijing Fangzhou Jiaye Technology Co ltd,China,VER,Wind,ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,6/24/2021,7/21/2022,10/1/2018,7/31/2020,GS1-1-CN-GS6753-12-2020-21237-39299-40901,Vattenfall NL - (VastePrijs)Gas met CO2-compensatie - Juni 2022,No,No,Not Applicable,
2020,Retired,3323,6753,CECIC HKC Danjinghe Wind Farm Project,Beijing Fangzhou Jiaye Technology Co ltd,China,VER,Wind,ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,6/24/2021,6/22/2022,10/1/2018,7/31/2020,GS1-1-CN-GS6753-12-2020-21237-35976-39298,Vattenfall NL - (VastePrijs)Gas met CO2-compensatie - Mei 2022,No,No,Not Applicable,
2020,Retired,10678,6753,CECIC HKC Danjinghe Wind Farm Project,Beijing Fangzhou Jiaye Technology Co ltd,China,VER,Wind,ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,6/24/2021,5/17/2022,10/1/2018,7/31/2020,GS1-1-CN-GS6753-12-2020-21237-25298-35975,Vattenfall NL - (VastePrijs)Gas met CO2-compensatie - April 2022,No,No,Not Applicable,
2020,Retired,11183,6753,CECIC HKC Danjinghe Wind Farm Project,Beijing Fangzhou Jiaye Technology Co ltd,China,VER,Wind,ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,6/24/2021,4/5/2022,10/1/2018,7/31/2020,GS1-1-CN-GS6753-12-2020-21237-14115-25297,Vattenfall NL - (VastePrijs)Gas met CO2-compensatie - Maart 2022,No,No,Not Applicable,
2020,Retired,13616,6753,CECIC HKC Danjinghe Wind Farm Project,Beijing Fangzhou Jiaye Technology Co ltd,China,VER,Wind,ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,6/24/2021,3/17/2022,10/1/2018,7/31/2020,GS1-1-CN-GS6753-12-2020-21237-499-14114,Vattenfall NL - (VastePrijs)Gas met CO2-compensatie - Februari 2022,No,No,Not Applicable,
2020,Retired,498,6753,CECIC HKC Danjinghe Wind Farm Project,Beijing Fangzhou Jiaye Technology Co ltd,China,VER,Wind,ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,6/24/2021,2/17/2022,10/1/2018,7/31/2020,GS1-1-CN-GS6753-12-2020-21237-1-498,Vattenfall NL - (VastePrijs)Gas met CO2-compensatie - Januari 2022,No,No,Not Applicable,
2019,Retired,1352,6753,CECIC HKC Danjinghe Wind Farm Project,Beijing Fangzhou Jiaye Technology Co ltd,China,VER,Wind,ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,6/24/2021,12/27/2022,10/1/2018,7/31/2020,GS1-1-CN-GS6753-12-2019-21236-66561-67912,Powerpeers - Gas - November 2022,No,No,Not Applicable,
2019,Retired,945,6753,CECIC HKC Danjinghe Wind Farm Project,Beijing Fangzhou Jiaye Technology Co ltd,China,VER,Wind,ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,6/24/2021,11/29/2022,10/1/2018,7/31/2020,GS1-1-CN-GS6753-12-2019-21236-65616-66560,Powerpeers - Gas - Oktober 2022,No,No,Not Applicable,
2019,Retired,286,6753,CECIC HKC Danjinghe Wind Farm Project,Beijing Fangzhou Jiaye Technology Co ltd,China,VER,Wind,ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,6/24/2021,10/31/2022,10/1/2018,7/31/2020,GS1-1-CN-GS6753-12-2019-21236-65330-65615,Powerpeers - Gas - September 2022,No,No,Not Applicable,
2019,Retired,148,6753,CECIC HKC Danjinghe Wind Farm Project,Beijing Fangzhou Jiaye Technology Co ltd,China,VER,Wind,ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,6/24/2021,9/29/2022,10/1/2018,7/31/2020,GS1-1-CN-GS6753-12-2019-21236-65182-65329,Powerpeers - Gas - Augustus 2022,No,No,Not Applicable,
2019,Retired,300,6753,CECIC HKC Danjinghe Wind Farm Project,Beijing Fangzhou Jiaye Technology Co ltd,China,VER,Wind,ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,6/24/2021,8/23/2022,10/1/2018,7/31/2020,GS1-1-CN-GS6753-12-2019-21236-64882-65181,Powerpeers - Gas - Juli 2022,No,No,Not Applicable,
2019,Retired,178,6753,CECIC HKC Danjinghe Wind Farm Project,Beijing Fangzhou Jiaye Technology Co ltd,China,VER,Wind,ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,6/24/2021,7/20/2022,10/1/2018,7/31/2020,GS1-1-CN-GS6753-12-2019-21236-64704-64881,Powerpeers - Gas - Juni 2022,No,No,Not Applicable,
2019,Retired,260,6753,CECIC HKC Danjinghe Wind Farm Project,Beijing Fangzhou Jiaye Technology Co ltd,China,VER,Wind,ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,6/24/2021,6/22/2022,10/1/2018,7/31/2020,GS1-1-CN-GS6753-12-2019-21236-64444-64703,Powerpeers - Gas - Mei 2022,No,No,Not Applicable,
2019,Retired,781,6753,CECIC HKC Danjinghe Wind Farm Project,Beijing Fangzhou Jiaye Technology Co ltd,China,VER,Wind,ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,6/24/2021,5/17/2022,10/1/2018,7/31/2020,GS1-1-CN-GS6753-12-2019-21236-63663-64443,Powerpeers - Gas - April 2022,No,No,Not Applicable,
2019,Retired,1200,6753,CECIC HKC Danjinghe Wind Farm Project,Beijing Fangzhou Jiaye Technology Co ltd,China,VER,Wind,ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,6/24/2021,4/28/2022,10/1/2018,7/31/2020,GS1-1-CN-GS6753-12-2019-21236-62463-63662,Powerpeers - Gas - Maart 2022,No,No,Not Applicable,
2019,Retired,888,6753,CECIC HKC Danjinghe Wind Farm Project,Beijing Fangzhou Jiaye Technology Co ltd,China,VER,Wind,ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,6/24/2021,3/25/2022,10/1/2018,7/31/2020,GS1-1-CN-GS6753-12-2019-21236-61575-62462,Powerpeers - Gas - Februari 2022,No,No,Not Applicable,
2019,Retired,5369,6753,CECIC HKC Danjinghe Wind Farm Project,Beijing Fangzhou Jiaye Technology Co ltd,China,VER,Wind,ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,6/24/2021,3/2/2022,10/1/2018,7/31/2020,GS1-1-CN-GS6753-12-2019-21236-56206-61574,"Powerpeers - Gas - Januari 2022
",No,No,Not Applicable,
2019,Retired,20641,6753,CECIC HKC Danjinghe Wind Farm Project,Beijing Fangzhou Jiaye Technology Co ltd,China,VER,Wind,ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,6/24/2021,2/17/2022,10/1/2018,7/31/2020,GS1-1-CN-GS6753-12-2019-21236-35565-56205,Vattenfall NL - (VastePrijs)Gas met CO2-compensatie - Januari 2022,No,No,Not Applicable,
2019,Retired,22850,6753,CECIC HKC Danjinghe Wind Farm Project,Beijing Fangzhou Jiaye Technology Co ltd,China,VER,Wind,ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,6/24/2021,1/5/2022,10/1/2018,7/31/2020,GS1-1-CN-GS6753-12-2019-21236-12715-35564,Vattenfall NL - (VastePrijs)Gas met CO2-compensatie - December 2021,No,No,Not Applicable,
2019,Retired,12714,6753,CECIC HKC Danjinghe Wind Farm Project,Beijing Fangzhou Jiaye Technology Co ltd,China,VER,Wind,ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,6/24/2021,12/7/2021,10/1/2018,7/31/2020,GS1-1-CN-GS6753-12-2019-21236-1-12714,Vattenfall NL - (VastePrijs)Gas met CO2-compensatie - November 2021,No,No,Not Applicable,
2020,Retired,51017,7434,Henan Funiushan Solar Cooker Project Phase II,Sirreon Technology & Development (Beijing) Co.Ltd,China,VER,Solar Thermal - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,6/2/2021,4/12/2022,4/15/2019,12/31/2020,GS1-1-CN-GS7434-3-2020-21075-1177-52193,,Yes,No,Not Applicable,
2020,Retired,1176,7434,Henan Funiushan Solar Cooker Project Phase II,Sirreon Technology & Development (Beijing) Co.Ltd,China,VER,Solar Thermal - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,6/2/2021,1/25/2022,4/15/2019,12/31/2020,GS1-1-CN-GS7434-3-2020-21075-1-1176,Retired by Gold Standard to compensate for potential over-issuance from Safe Water Supply projects identified by 2020-initiated grievance investigation. 2022 installment #1,Yes,No,Not Applicable,
2019,Retired,62048,7434,Henan Funiushan Solar Cooker Project Phase II,Sirreon Technology & Development (Beijing) Co.Ltd,China,VER,Solar Thermal - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,6/2/2021,4/12/2022,4/15/2019,12/31/2020,GS1-1-CN-GS7434-3-2019-21074-1-62048,,Yes,No,Not Applicable,
2020,Retired,16945,7433,Henan Funiushan Solar Cooker Project Phase I,Sirreon Technology & Development (Beijing) Co.Ltd,China,VER,Solar Thermal - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,6/2/2021,8/6/2021,4/15/2019,12/31/2020,GS1-1-CN-GS7433-3-2020-21073-66191-83135,,Yes,No,Not Applicable,
2020,Retired,6873,7433,Henan Funiushan Solar Cooker Project Phase I,Sirreon Technology & Development (Beijing) Co.Ltd,China,VER,Solar Thermal - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,6/2/2021,8/6/2021,4/15/2019,12/31/2020,GS1-1-CN-GS7433-3-2020-21073-34318-41190,,Yes,No,Not Applicable,
2020,Retired,10,7433,Henan Funiushan Solar Cooker Project Phase I,Sirreon Technology & Development (Beijing) Co.Ltd,China,VER,Solar Thermal - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,6/2/2021,1/5/2022,4/15/2019,12/31/2020,GS1-1-CN-GS7433-3-2020-21073-1873-1882,,Yes,No,Not Applicable,
2020,Retired,442,7433,Henan Funiushan Solar Cooker Project Phase I,Sirreon Technology & Development (Beijing) Co.Ltd,China,VER,Solar Thermal - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,6/2/2021,9/20/2022,4/15/2019,12/31/2020,GS1-1-CN-GS7433-3-2020-21073-1431-1872,Carbon offsetting for Postnords climate compensated services in 2021,Yes,No,Not Applicable,
2020,Retired,240,7433,Henan Funiushan Solar Cooker Project Phase I,Sirreon Technology & Development (Beijing) Co.Ltd,China,VER,Solar Thermal - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,6/2/2021,6/29/2022,4/15/2019,12/31/2020,GS1-1-CN-GS7433-3-2020-21073-1191-1430,Makulerat för kunds räkning för verksamhetsåret 2021,Yes,No,Not Applicable,
2020,Retired,1190,7433,Henan Funiushan Solar Cooker Project Phase I,Sirreon Technology & Development (Beijing) Co.Ltd,China,VER,Solar Thermal - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,6/2/2021,1/25/2022,4/15/2019,12/31/2020,GS1-1-CN-GS7433-3-2020-21073-1-1190,Retired by Gold Standard to compensate for potential over-issuance from Safe Water Supply projects identified by 2020-initiated grievance investigation. 2022 installment #1,Yes,No,Not Applicable,
2019,Retired,10103,7433,Henan Funiushan Solar Cooker Project Phase I,Sirreon Technology & Development (Beijing) Co.Ltd,China,VER,Solar Thermal - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,6/2/2021,1/25/2022,4/15/2019,12/31/2020,GS1-1-CN-GS7433-3-2019-21072-40001-50103,Retired by Gold Standard to compensate for potential over-issuance from Safe Water Supply projects identified by 2020-initiated grievance investigation. 2022 installment #1,Yes,No,Not Applicable,
2019,Retired,3575,7433,Henan Funiushan Solar Cooker Project Phase I,Sirreon Technology & Development (Beijing) Co.Ltd,China,VER,Solar Thermal - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,6/2/2021,10/20/2022,4/15/2019,12/31/2020,GS1-1-CN-GS7433-3-2019-21072-6557-10131,,Yes,No,Not Applicable,
2019,Retired,2122,7433,Henan Funiushan Solar Cooker Project Phase I,Sirreon Technology & Development (Beijing) Co.Ltd,China,VER,Solar Thermal - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,6/2/2021,7/28/2022,4/15/2019,12/31/2020,GS1-1-CN-GS7433-3-2019-21072-4435-6556,,Yes,No,Not Applicable,
2019,Retired,3575,7433,Henan Funiushan Solar Cooker Project Phase I,Sirreon Technology & Development (Beijing) Co.Ltd,China,VER,Solar Thermal - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,6/2/2021,7/5/2022,4/15/2019,12/31/2020,GS1-1-CN-GS7433-3-2019-21072-860-4434,,Yes,No,Not Applicable,
2019,Retired,859,7433,Henan Funiushan Solar Cooker Project Phase I,Sirreon Technology & Development (Beijing) Co.Ltd,China,VER,Solar Thermal - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,6/2/2021,2/7/2022,4/15/2019,12/31/2020,GS1-1-CN-GS7433-3-2019-21072-1-859,,Yes,No,Not Applicable,
2018,Retired,3107,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,12/1/2022,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2018-20919-137481-140587,Retired on behalf of Wolt Enterprises Oy to compensate emissions resulting from global deliveries in 2021 2022 and 2023,No,No,Not Applicable,
2018,Retired,3000,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,10/24/2022,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2018-20919-134481-137480,,No,No,Not Applicable,
2018,Retired,3318,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,6/20/2022,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2018-20919-131163-134480,Carbon credits retired on behalf of TIC for the purposes of Climate Active certification,No,No,Not Applicable,
2018,Retired,920,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,4/11/2022,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2018-20919-130243-131162,,No,No,Not Applicable,
2018,Retired,20000,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,3/28/2022,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2018-20919-110243-130242,,No,No,Not Applicable,
2018,Retired,405,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,12/22/2021,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2018-20919-109838-110242,Retired on behalf of MCM Worldwide 2020 emissions,No,No,Not Applicable,
2018,Retired,1700,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,10/8/2021,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2018-20919-108138-109837,Retired on behalf of EPA Victoria to achieve carbon neutrality for FY2020-21,No,No,Not Applicable,
2018,Retired,3348,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,1/10/2023,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2018-20919-74615-77962,Stichting Havensteder 2023,No,No,Not Applicable,
2018,Retired,32269,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,1/10/2023,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2018-20919-42346-74614,Hoogheemraadschap Hollands Noorderkwartier 2023,No,No,Not Applicable,
2018,Retired,3841,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,12/22/2022,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2018-20919-38505-42345,Collectief Stedendriehoek 2022,No,No,Not Applicable,
2018,Retired,2647,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,12/22/2022,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2018-20919-35858-38504,Collectief Inkoopcentrum Zuid-profiel 2022,No,No,Not Applicable,
2018,Retired,716,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,12/22/2022,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2018-20919-35142-35857,Collectief Inkoopcentrum Zuid-GXX 2022,No,No,Not Applicable,
2018,Retired,6048,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,12/22/2022,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2018-20919-29094-35141,Collectief Ons Middelbaar Onderwijs 2022,No,No,Not Applicable,
2018,Retired,1094,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,12/22/2022,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2018-20919-28000-29093,CBRE DOF Custodian BV 2022,No,No,Not Applicable,
2018,Retired,37,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,12/22/2022,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2018-20919-27963-27999,Bouwconsulting Beheer BV 2022,No,No,Not Applicable,
2018,Retired,25000,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,5/13/2021,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2018-20919-2963-27962,,No,No,Not Applicable,
2017,Retired,6,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,6/20/2022,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2017-20918-199302-199307,Carbon credits retired on behalf of TIC for the purposes of Climate Active certification,No,No,Not Applicable,
2017,Retired,4597,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,2/8/2022,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2017-20918-45705-50301,Pluto LNG Project 2021 Ministerial Statement 757,No,No,Not Applicable,
2017,Retired,40698,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,2/3/2022,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2017-20918-5007-45704,WEL Pluto 2021 Ministerial Statement 757,No,No,Not Applicable,
2017,Retired,13,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,9/21/2022,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2017-20918-4094-4106,Gold Standard Marketplace Order GSM15011 for Rodey Wing,No,No,Not Applicable,
2017,Retired,6,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,9/21/2022,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2017-20918-4088-4093,Gold Standard Marketplace Order GSM15009 for Frederic and Sara Kerrest ,No,No,Not Applicable,
2017,Retired,6,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,9/20/2022,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2017-20918-4082-4087,Gold Standard Marketplace Order GSM15008 for Sarah Kerrest,No,No,Not Applicable,
2017,Retired,6,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,9/20/2022,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2017-20918-4076-4081,Gold Standard Marketplace Order GSM15004 for Jennifer Siegel,No,No,Not Applicable,
2017,Retired,3,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,9/20/2022,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2017-20918-4073-4075,Gold Standard Marketplace Order GSM15002 for Marissa Cardon,No,No,Not Applicable,
2017,Retired,1,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,9/20/2022,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2017-20918-4072-4072,Gold Standard Marketplace Order GSM14999 for Seprim Ambiente e Energia,No,No,Not Applicable,
2017,Retired,10,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,9/20/2022,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2017-20918-4062-4071,Gold Standard Marketplace Order GSM14996 for Matthew F,No,No,Not Applicable,
2017,Retired,9,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,9/19/2022,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2017-20918-4053-4061,Gold Standard Marketplace Order GSM14984 for Robert Croft,No,No,Not Applicable,
2017,Retired,10,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,9/19/2022,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2017-20918-4043-4052,Gold Standard Marketplace Order GSM14976 for Anamaria Waarts,No,No,Not Applicable,
2017,Retired,25,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,9/19/2022,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2017-20918-4018-4042,Gold Standard Marketplace Order GSM14973 for James Taggart,No,No,Not Applicable,
2017,Retired,3,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,9/19/2022,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2017-20918-4015-4017,Gold Standard Marketplace Order GSM14972 for Sabrina Lawson-McDowall ,No,No,Not Applicable,
2017,Retired,4,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,5/6/2021,9/18/2022,12/26/2016,7/26/2018,GS1-1-CN-GS605-15-2017-20918-4011-4014,Gold Standard Marketplace Order GSM14968 for Anton Sjögren,No,No,Not Applicable,
