Vintage,Credit Status,Quantity,GSID,Project Name,Project Developer,Country,Product Type,Project Type,Methodology,Programme of Activities,POA GSID,Issuance Date,Retirement Date,Monitoring Period Start,Monitoring Period End,Serial Number,Note,Eligible for CORSIA?,Retired for CORSIA?,CORSIA Authorisation,Aeroplane Operator Name
2012,Retired,1548,482,Longhe 1.03MW Hydro Power Project,Climate Bridge (Shanghai) Ltd.,China,VER,"Small, Low - Impact Hydro",ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,12/30/2013,12/10/2019,5/28/2012,7/27/2013,GS1-1-CN-GS482-14-2012-2674-1-1548,,No,No,Not Applicable,
2012,Retired,14746,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,12/12/2013,1/10/2023,3/1/2012,2/28/2013,GS1-1-CN-GS605-15-2012-2629-196548-211293,,No,No,Not Applicable,
2012,Retired,3551,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,12/12/2013,12/1/2022,3/1/2012,2/28/2013,GS1-1-CN-GS605-15-2012-2629-192997-196547,Retired on behalf of Wolt Enterprises Oy to compensate emissions resulting from global deliveries in 2021 2022 and 2023,No,No,Not Applicable,
2012,Retired,10000,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,12/12/2013,8/3/2022,3/1/2012,2/28/2013,GS1-1-CN-GS605-15-2012-2629-182997-192996,Retired on behalf of UPS to offset emissions from the first half of 2022.,No,No,Not Applicable,
2012,Retired,4985,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,12/12/2013,6/13/2022,3/1/2012,2/28/2013,GS1-1-CN-GS605-15-2012-2629-178012-182996,Stadtwerke Soest GmbH und Beteiligungen klimaneutrales Erdgas,No,No,Not Applicable,
2012,Retired,10,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,12/12/2013,1/19/2022,3/1/2012,2/28/2013,GS1-1-CN-GS605-15-2012-2629-178002-178011,,No,No,Not Applicable,
2012,Retired,9014,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,12/12/2013,12/22/2021,3/1/2012,2/28/2013,GS1-1-CN-GS605-15-2012-2629-168988-178001,Retired on behalf of MCM Worldwide 2020 emissions,No,No,Not Applicable,
2012,Retired,956,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,12/12/2013,9/29/2021,3/1/2012,2/28/2013,GS1-1-CN-GS605-15-2012-2629-168032-168987,1196 tonnes of carbon retired on behalf of Multigate for the purpose of certification as a climate neutral organisation.,No,No,Not Applicable,
2012,Retired,22369,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,12/12/2013,8/23/2021,3/1/2012,2/28/2013,GS1-1-CN-GS605-15-2012-2629-145663-168031,Stadtwerke Soest GmbH und Beteiligungen klimaneutrales Erdgas,No,No,Not Applicable,
2012,Retired,63917,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,12/12/2013,12/15/2020,3/1/2012,2/28/2013,GS1-1-CN-GS605-15-2012-2629-81746-145662,,No,No,Not Applicable,
2012,Retired,11638,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,12/12/2013,3/17/2020,3/1/2012,2/28/2013,GS1-1-CN-GS605-15-2012-2629-70108-81745,Stadtwerke Soest GmbH und Beteiligungen klimaneutrales Erdgas,No,No,Not Applicable,
2012,Retired,31059,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,12/12/2013,12/17/2019,3/1/2012,2/28/2013,GS1-1-CN-GS605-15-2012-2629-39049-70107,Stadtwerke Soest GmbH und Beteiligungen klimaneutrales Erdgas,No,No,Not Applicable,
2013,Retired,5623,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,12/12/2013,6/13/2022,3/1/2012,2/28/2013,GS1-1-CN-GS605-15-2013-2628-33426-39048,Stadtwerke Soest GmbH und Beteiligungen klimaneutrales Erdgas,No,No,Not Applicable,
2013,Retired,581,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,12/12/2013,12/22/2021,3/1/2012,2/28/2013,GS1-1-CN-GS605-15-2013-2628-32845-33425,Retired on behalf of MCM Worldwide 2020 emissions,No,No,Not Applicable,
2013,Retired,31420,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,12/12/2013,11/26/2020,3/1/2012,2/28/2013,GS1-1-CN-GS605-15-2013-2628-1425-32844,Stadtwerke Soest GmbH und Beteiligungen klimaneutrales Erdgas,No,No,Not Applicable,
2013,Retired,10,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,12/12/2013,4/18/2019,3/1/2012,2/28/2013,GS1-1-CN-GS605-15-2013-2628-1415-1424,,No,No,Not Applicable,
2013,Retired,1017,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,12/12/2013,5/31/2017,3/1/2012,2/28/2013,GS1-1-CN-GS605-15-2013-2628-398-1414,Emissions Offset for WWF; Climate Friendly (2016),No,No,Not Applicable,
2013,Retired,85,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,12/12/2013,12/29/2016,3/1/2012,2/28/2013,GS1-1-CN-GS605-15-2013-2628-313-397,Emissions Offset; Climate Friendly Clients (2016),No,No,Not Applicable,
2013,Retired,312,605,Antai Group Waste Gas Recovery for Power Generation Project (300303),South Pole Carbon Asset Management Ltd.,China,VER,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,Standalone,,12/12/2013,6/8/2016,3/1/2012,2/28/2013,GS1-1-CN-GS605-15-2013-2628-1-312,Emissions Offset; Climate Friendly Clients (2015),No,No,Not Applicable,
2013,Retired,2960,835,Hunan Guanbaodu-Liangjiangkou Small-scale Hydropower Bundle Project,Climate Bridge (Shanghai) Ltd.,China,VER,"Small, Low - Impact Hydro",ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,12/11/2013,3/6/2022,6/1/2012,7/31/2013,GS1-1-CN-GS835-14-2013-2627-27602-30561,,No,No,Not Applicable,
2013,Retired,200,835,Hunan Guanbaodu-Liangjiangkou Small-scale Hydropower Bundle Project,Climate Bridge (Shanghai) Ltd.,China,VER,"Small, Low - Impact Hydro",ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,12/11/2013,3/18/2019,6/1/2012,7/31/2013,GS1-1-CN-GS835-14-2013-2627-27402-27601,,No,No,Not Applicable,
2013,Retired,4000,835,Hunan Guanbaodu-Liangjiangkou Small-scale Hydropower Bundle Project,Climate Bridge (Shanghai) Ltd.,China,VER,"Small, Low - Impact Hydro",ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,12/11/2013,1/20/2016,6/1/2012,7/31/2013,GS1-1-CN-GS835-14-2013-2627-23402-27401,,No,No,Not Applicable,
2013,Retired,5144,835,Hunan Guanbaodu-Liangjiangkou Small-scale Hydropower Bundle Project,Climate Bridge (Shanghai) Ltd.,China,VER,"Small, Low - Impact Hydro",ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,12/11/2013,1/20/2016,6/1/2012,7/31/2013,GS1-1-CN-GS835-14-2013-2627-18258-23401,,No,No,Not Applicable,
2013,Retired,2861,835,Hunan Guanbaodu-Liangjiangkou Small-scale Hydropower Bundle Project,Climate Bridge (Shanghai) Ltd.,China,VER,"Small, Low - Impact Hydro",ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,12/11/2013,3/27/2015,6/1/2012,7/31/2013,GS1-1-CN-GS835-14-2013-2627-15397-18257,,No,No,Not Applicable,
2013,Retired,1858,835,Hunan Guanbaodu-Liangjiangkou Small-scale Hydropower Bundle Project,Climate Bridge (Shanghai) Ltd.,China,VER,"Small, Low - Impact Hydro",ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,12/11/2013,3/24/2014,6/1/2012,7/31/2013,GS1-1-CN-GS835-14-2013-2627-13539-15396,,No,No,Not Applicable,
2012,Retired,4000,835,Hunan Guanbaodu-Liangjiangkou Small-scale Hydropower Bundle Project,Climate Bridge (Shanghai) Ltd.,China,VER,"Small, Low - Impact Hydro",ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,12/11/2013,1/20/2016,6/1/2012,7/31/2013,GS1-1-CN-GS835-14-2012-2626-9539-13538,,No,No,Not Applicable,
2012,Retired,6406,835,Hunan Guanbaodu-Liangjiangkou Small-scale Hydropower Bundle Project,Climate Bridge (Shanghai) Ltd.,China,VER,"Small, Low - Impact Hydro",ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,12/11/2013,1/20/2016,6/1/2012,7/31/2013,GS1-1-CN-GS835-14-2012-2626-3133-9538,,No,No,Not Applicable,
2012,Retired,3132,835,Hunan Guanbaodu-Liangjiangkou Small-scale Hydropower Bundle Project,Climate Bridge (Shanghai) Ltd.,China,VER,"Small, Low - Impact Hydro",ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,12/11/2013,3/24/2014,6/1/2012,7/31/2013,GS1-1-CN-GS835-14-2012-2626-1-3132,,No,No,Not Applicable,
2011,Retired,883,397,*Suzhou Qizi Mountain Landfill Gas Recovery Project (300259),South Pole Carbon Asset Management Ltd.,China,VER,Other,ACM0001 Flaring or use of landfill gas,Standalone,,12/11/2013,9/30/2022,8/1/2010,12/31/2011,GS1-1-CN-GS397-21-2011-2625-143181-144063,"retired on behalf of Farasis Energy (Ganzhou) Co. Ltd. for its subsidiary Zhenjiang site to offer its emissions on Daimler-EVA2 project from January 2021 to April 2021
",No,No,Not Applicable,
2011,Retired,884,397,*Suzhou Qizi Mountain Landfill Gas Recovery Project (300259),South Pole Carbon Asset Management Ltd.,China,VER,Other,ACM0001 Flaring or use of landfill gas,Standalone,,12/11/2013,12/1/2021,8/1/2010,12/31/2011,GS1-1-CN-GS397-21-2011-2625-142297-143180,Retired on behalf of Voloridge Investment Management to achieve carbon neutrality,No,No,Not Applicable,
2011,Retired,500,397,*Suzhou Qizi Mountain Landfill Gas Recovery Project (300259),South Pole Carbon Asset Management Ltd.,China,VER,Other,ACM0001 Flaring or use of landfill gas,Standalone,,12/11/2013,3/19/2021,8/1/2010,12/31/2011,GS1-1-CN-GS397-21-2011-2625-141797-142296,Retired on behalf of market.southpole clients,No,No,Not Applicable,
2011,Retired,1,397,*Suzhou Qizi Mountain Landfill Gas Recovery Project (300259),South Pole Carbon Asset Management Ltd.,China,VER,Other,ACM0001 Flaring or use of landfill gas,Standalone,,12/11/2013,10/2/2020,8/1/2010,12/31/2011,GS1-1-CN-GS397-21-2011-2625-141796-141796,Retired on behalf of market.southpole clients,No,No,Not Applicable,
2011,Retired,25,397,*Suzhou Qizi Mountain Landfill Gas Recovery Project (300259),South Pole Carbon Asset Management Ltd.,China,VER,Other,ACM0001 Flaring or use of landfill gas,Standalone,,12/11/2013,4/21/2020,8/1/2010,12/31/2011,GS1-1-CN-GS397-21-2011-2625-141771-141795,,No,No,Not Applicable,
2011,Retired,1303,397,*Suzhou Qizi Mountain Landfill Gas Recovery Project (300259),South Pole Carbon Asset Management Ltd.,China,VER,Other,ACM0001 Flaring or use of landfill gas,Standalone,,12/11/2013,12/13/2019,8/1/2010,12/31/2011,GS1-1-CN-GS397-21-2011-2625-140468-141770,,No,No,Not Applicable,
2011,Retired,41075,397,*Suzhou Qizi Mountain Landfill Gas Recovery Project (300259),South Pole Carbon Asset Management Ltd.,China,VER,Other,ACM0001 Flaring or use of landfill gas,Standalone,,12/11/2013,11/5/2019,8/1/2010,12/31/2011,GS1-1-CN-GS397-21-2011-2625-99393-140467,,No,No,Not Applicable,
2011,Retired,47743,397,*Suzhou Qizi Mountain Landfill Gas Recovery Project (300259),South Pole Carbon Asset Management Ltd.,China,VER,Other,ACM0001 Flaring or use of landfill gas,Standalone,,12/11/2013,5/2/2019,8/1/2010,12/31/2011,GS1-1-CN-GS397-21-2011-2625-51650-99392,Retired on behalf of Signify,No,No,Not Applicable,
2011,Retired,1795,397,*Suzhou Qizi Mountain Landfill Gas Recovery Project (300259),South Pole Carbon Asset Management Ltd.,China,VER,Other,ACM0001 Flaring or use of landfill gas,Standalone,,12/11/2013,3/25/2019,8/1/2010,12/31/2011,GS1-1-CN-GS397-21-2011-2625-49855-51649,,No,No,Not Applicable,
2011,Retired,100,397,*Suzhou Qizi Mountain Landfill Gas Recovery Project (300259),South Pole Carbon Asset Management Ltd.,China,VER,Other,ACM0001 Flaring or use of landfill gas,Standalone,,12/11/2013,1/22/2019,8/1/2010,12/31/2011,GS1-1-CN-GS397-21-2011-2625-49755-49854,,No,No,Not Applicable,
2011,Retired,314,397,*Suzhou Qizi Mountain Landfill Gas Recovery Project (300259),South Pole Carbon Asset Management Ltd.,China,VER,Other,ACM0001 Flaring or use of landfill gas,Standalone,,12/11/2013,12/24/2018,8/1/2010,12/31/2011,GS1-1-CN-GS397-21-2011-2625-49441-49754,,No,No,Not Applicable,
2011,Retired,1628,397,*Suzhou Qizi Mountain Landfill Gas Recovery Project (300259),South Pole Carbon Asset Management Ltd.,China,VER,Other,ACM0001 Flaring or use of landfill gas,Standalone,,12/11/2013,12/19/2018,8/1/2010,12/31/2011,GS1-1-CN-GS397-21-2011-2625-47813-49440,,No,No,Not Applicable,
2011,Retired,740,397,*Suzhou Qizi Mountain Landfill Gas Recovery Project (300259),South Pole Carbon Asset Management Ltd.,China,VER,Other,ACM0001 Flaring or use of landfill gas,Standalone,,12/11/2013,10/15/2018,8/1/2010,12/31/2011,GS1-1-CN-GS397-21-2011-2625-47073-47812,,No,No,Not Applicable,
2010,Retired,47072,397,*Suzhou Qizi Mountain Landfill Gas Recovery Project (300259),South Pole Carbon Asset Management Ltd.,China,VER,Other,ACM0001 Flaring or use of landfill gas,Standalone,,12/11/2013,5/14/2018,8/1/2010,12/31/2011,GS1-1-CN-GS397-21-2010-2624-1-47072,,No,No,Not Applicable,
2013,Retired,11262,1253,Xinyang MSW Landfill Site LFG Recovery to Power Project,Shanghai BCCY New Power Industry Co.Ltd.,China,VER,Biogas - Electricity,AMS-I.D. Grid connected renewable electricity generation,Standalone,,10/31/2013,8/25/2020,2/1/2011,4/30/2013,GS1-1-CN-GS1253-5-2013-1319-47729-58990,,No,No,Not Applicable,
2013,Retired,94,1253,Xinyang MSW Landfill Site LFG Recovery to Power Project,Shanghai BCCY New Power Industry Co.Ltd.,China,VER,Biogas - Electricity,AMS-I.D. Grid connected renewable electricity generation,Standalone,,10/31/2013,9/11/2019,2/1/2011,4/30/2013,GS1-1-CN-GS1253-5-2013-1319-47635-47728,Retirement for ILMASTOAPU customers with certificate numbers: 119505371 (1 t) 123939755 (1.84 t) 132022892 (1.36 t) 124095818 (0.92 t) 193330613 (0.51 t) 193340613 (0.51 t) 124238261 (1.84 t) 124382207 (0.92 t) 124397690 (0.92 t) 124432181 (1.84 t) 124539233 (1.2 t) 124600535 (3.02 t) 124708226 (0.92 t) 127400690 (0.272 t) 124774007 (3.9 t) 124790954 (1.84 t) 124792181 (0.847 t) 193470616 (7.36 t) 125313104 (10 t) (teksti kompensointiin)125485004 (1.2 t) 125493860 (0.116 t) 125782748 (0.92 t) 125817992 (3.68 t) 125859701 (1.84 t) 125922320 (1.45 t) 126058649 (1.84 t) 126080030 (0.92 t) 126166214 (2.76 t) 193590624 (1.84 t) 126253475 (0.92 t) 126266522 (0.92 t) 126277019 (1.84 t) 126320597 (0.5 t) 126541841 (0.92 t) 126796670 (1.2 t) 126913118 (1.84 t) 127003502 (0.095 t) 193700628 (1.563 t) 127011974 (1.95 t) 127147709 (1.563 t) 127466987 (2.12 t) 127672634 (2.4 t) 127698704 (1.84 t) 193760207 (0.92 t) 127923098 (1.95 t) 128183192 (0.92 t) 128395631 (0.949 t) 128437922 (1.84 t) 133532429 (1.84 t) 128490845 (0.577 t) 128525843 (0.816 t) 128526482 (0.51 t) 128945036 (2.12 t) 128975501 (1.84 t) 129039893 (0.68 t) 129310562 (1.6 t) 127012072 (0.182 t) ,No,No,Not Applicable,
2013,Retired,135,1253,Xinyang MSW Landfill Site LFG Recovery to Power Project,Shanghai BCCY New Power Industry Co.Ltd.,China,VER,Biogas - Electricity,AMS-I.D. Grid connected renewable electricity generation,Standalone,,10/31/2013,8/23/2019,2/1/2011,4/30/2013,GS1-1-CN-GS1253-5-2013-1319-47500-47634,Retirement of 135 tonnes carbon dioxide emissions generated by NORDIC STATISTICAL MEETING 2019 – FACTS FOR FUTURE. Retirement carried out by ILMASTOAPU on behalf of STATISTICS FINLAND.,No,No,Not Applicable,
2012,Retired,30169,1253,Xinyang MSW Landfill Site LFG Recovery to Power Project,Shanghai BCCY New Power Industry Co.Ltd.,China,VER,Biogas - Electricity,AMS-I.D. Grid connected renewable electricity generation,Standalone,,10/31/2013,12/5/2019,2/1/2011,4/30/2013,GS1-1-CN-GS1253-5-2012-1318-17331-47499,,No,No,Not Applicable,
